"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.5.3","Number of Maternal Deaths due to Abortion","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","475","2","477","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.10","Number of children (12-59 months) provided Albendazole","M9 [CHILD IMMUNISATION]","226","2","228","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.2.1","Infant Deaths up to 4 weeks due to Sepsis","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","20","0","1","19"
"Assam","Cachar","Silchar Urban","2019-2020","February","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","8.9","Injectable Contraceptive-Antara Program- Second Dose","M8 [Family Planning]","6","0","6","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","0","53","0","53"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","5","0","5","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.4.5","Number of Child Deaths (1 -5 years) due to Others","M16 [Details of deaths reported with probable causes:]","1","0","1","0"
"Assam","Cachar","Sonai BPHC","2019-2020","February","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.6","Number of IUCD Removals","M8 [Family Planning]","1","0","1","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","10.4","Childhood Diseases - Diphtheria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","4","4","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","7","0","7","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","116","0","116","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.1.8","Outpatient - Dental","M14 [Patient Services]","21","0","21","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","14","0","14","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","297","NA","297","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","6","NA","6","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","232","0","232","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","22","0","22","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.4.2","Number of Child Deaths (1 -5 years) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","22","0","22","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","25","NA","25","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","17","NA","17","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","296","NA","296","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","343","0","343","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","1","NA","1","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","22","3","25","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","12","0","12","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","60","3","63","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.5","Number of Adolscent / Adult deaths due to HIV/AIDS","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","0","2","2","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","2","NA","2","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","7","NA","7","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","2","NA","2","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.4.1","Inpatient - Malaria","M14 [Patient Services]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.6.2","Emergency - Burn","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","2326","0","2326","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","7","0","7","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","53","0","12","41"
"Assam","Cachar","Sonai BPHC","2019-2020","February","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","29","57","86","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","4","0","4","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","1","0","1","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","268","62","330","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","22","0","22","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","23","0","23","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","10.4","Childhood Diseases - Diphtheria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.5.5","Number of Maternal Deaths due to Severe hypertesnion/fits","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","528","NA","528","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","8.17.6","Deaths following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","579","NA","579","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","455","NA","455","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","131","NA","131","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.7.14","Number of Adolscent / Adult deaths due to Causes not known","M16 [Details of deaths reported with probable causes:]","18","0","18","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","303","31","334","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","229","34","263","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","105","12","117","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.7.14","Number of Adolscent / Adult deaths due to Causes not known","M16 [Details of deaths reported with probable causes:]","2","0","2","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","3","0","3","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.11","Number of severely underweight children provided Health Checkup (0-5 yrs)","M9 [CHILD IMMUNISATION]","86","NA","86","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.8.6","Number of Deaths due to Japanese  Encephalitis (JE)","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","203","10","213","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.8.1","Child immunisation - Vitamin A Dose - 1","M9 [CHILD IMMUNISATION]","203","10","213","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","12.1.1.b","Boys registered in AFHC","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.4.1","Inpatient - Malaria","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","58","58","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","51","0","51","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","15.3.3.a","Number of pregnant women screened for HIV","M15 [Laboratory Testing]","794","53","775","72"
"Assam","Cachar","Sonai BPHC","2019-2020","February","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","10","0","10","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","628","92","720","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","7","0","7","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","10","0","10","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","286","40","326","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","114","24","138","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.3.3","Number of Infant Deaths (1 -12 months) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","1","0","1","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","5","0","5","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.8.5","Number of Deaths due to Acute Encephelitis Syndrome (AES)","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","195","20","80","135"
"Assam","Cachar","Silchar Urban","2019-2020","February","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","10","0","10","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","22","0","22","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.5","Number of Adolscent / Adult deaths due to HIV/AIDS","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","8","0","8","0"
"Assam","Cachar","Sonai BPHC","2019-2020","February","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","173","230","403","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.1.8","Outpatient - Dental","M14 [Patient Services]","12","0","12","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","0","115","115","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","5","0","5","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.13","Number of Condom pieces distributed","M8 [Family Planning]","3853","0","3853","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","0","0","0","NA"
