,Title,Type,Alternative Title,Jurisdiction,Contributor,Date Issued,Date Modified,Date Created,Subject,Relation,Source,Format,Extent,Accrual Periodicity,Coverage,High Value Dataset Category,Creator,Description,Identifier,Spatial Coverage,Unmapped_field_resource_type,Unmapped_is_api_available,Unmapped_is_visualized,Unmapped_api_request_count,Unmapped_field_show_export,Unmapped_is_rated,Unmapped_external_api_reference,Unmapped_ogdp_download_count,Unmapped_ogdp_view_count
69,Eight Core Industries (Base Year 2011-12) till last financial year,Dataset,Eight Core Industries,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade;Office of the Economic Adviser,21/9/2017,27/6/2025,14/9/2017,Industries;Manufacturing;Industries;Manufacturing,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData_yearly.csv;1.0,https://api.data.gov.in/resource/7b054340-590c-4135-8797-71a160d0d240?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,3167.0,Annual,Annual,0,Office of the Economic Adviser,"Since October, 2016, Electricity generation data from Renewable sources is also included; NA: Not Applicable/Available",/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,data.gov.in,4,1,1.0,,True,1,4260981.0,866,814
70,List of all Startups from Meity Startup Hub ,Dataset,Startup Hub,Central,Ministry of Electronics and Information Technology (MeitY),23/11/2021,27/1/2022,9/11/2021,Information and Communications;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Listofstartups.csv?VersionId=105172390599553;0.0,,text/csv,95723.0,Biannual,Annual,0,Ministry of Electronics and Information Technology (MeitY),"India is home to one of the most vibrant startup ecosystems with close to 8000 tech startups, making it the 2nd largest startup ecosystem in the world. Hence, innovation and entrepreneurship is the emerging focus area that is being aggressively promoted to give fillip to the Indian economy. Ministry of Electronics & Information Technology, Government of India is leading and facilitating a gamut of Innovation and IPR related activities across the country towards expansion of this ecosystem. In order to facilitate MeitY vision of promoting technology innovation, startups and creation of Intellectual Properties, a nodal entity called MeitY Startup Hub has been setup under its aegis. MSH will act as a national coordination, facilitation and monitoring center that will integrate all the incubation centers, startups and innovation related activities of MeitY.",/resource/list-all-startups-meity-startup-hub,data.gov.in,1,1,1.0,4.0,True,0,,861,509
71,List of MSME Registered Units under Udyog Aadhaar Memorandum - Maharashtra,Dataset,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,Central,"Ministry of Micro, Small and Medium Enterprises",21/11/2019,2/1/2020,19/11/2019,Medium;Micro;Small Scale;Medium;Micro;Small Scale,1.0,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=MAHARASHTRA,application/json,11698.0,Daily,Daily,1,"Ministry of Micro, Small and Medium Enterprises","Dataset can be downloaded in csv format by using the provided URL and passing appropriate parameter options such as:- api-Key: Generate your personal API key (sample key returns maximum of 10 records at a time) and use that key to consume more than 10 records at a time (Example: api-key=Your API Key); format: Fill format as 'csv' to download the dataset in csv format (Example: format=csv); offset: User can download the dataset from 1st record onwards by setting offset (Example: offset=0), If user wants to download more records than the limit set then they can use the previously set limit as the new offset; limit: User can download maximum of 10000 records in one go (Example: limit=10000).",/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,data.gov.in,2,0,0.0,52.0,False,1,6714764.0,843,1790
72,Imports of Major Chemical - Product-wise / Group-wise from 2014-15 to 2021-22,Dataset,Import of Major Chemicals - Product-wise / Group-wise,Central,Ministry of Chemicals and Fertilizers;Department of Chemicals and Petrochemicals,24/1/2023,24/1/2023,24/1/2023,Industries;Chemicals and Petrochemicals,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Imports_of_Major_Chemicals_Product_Wise_or_Group_Wise_2014-15_to_2021-22.csv;0.0,,text/csv,7692.0,Annual,Annual,0,Department of Chemicals and Petrochemicals,"Data Figure Quantity in MT and Values in Rs Lakh. Data source in respect of Imports of Chemicals is Directorate General of Commercial Intelligence and Statistics (DGCIS), Kolkata. Product - It includes those chemical products which are being monitored by S&M Division of D/o Chemicals & Petrochemicals.",/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,data.gov.in,1,1,,,True,0,,841,437
73,Subdivision wise Rainfall and its departure from 1901 to 2015,Dataset,Rainfall in India,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",18/12/2017,10/12/2021,13/11/2017,Science and Technology;Atmospheric Science;Earth Sciences;Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/sub-division_rainfall_act_dep_1901-2015.csv;0.0,,text/csv,1388437.0,Annual,Annual,0,"India Meteorological Department (IMD), Pune","Figures of  Actual, Percentage departure, Mean and Standard deviation are in mm; NA: Not Applicable/Not Available.",/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,data.gov.in,1,1,1.0,,True,1,,836,6133
74,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 2023,Dataset,Rainfall,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",25/7/2023,6/12/2023,25/7/2023,Water Resources,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Daily_Rainfall_data_from_India_Meteorological_Department_Agency_during_July_2023.csv;1.0,,text/csv,1358234.0,Daily,Daily,1,National Water Informatics Centre,Average rainfall in millimetre (MM),/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,data.gov.in,1,1,,2.0,True,0,7210754.0,826,2178
75,Elephant Population from 1993 to 2017,Dataset,Elephant Reserve and Population Status,Central,"Ministry of Environment, Forest and Climate Change",15/6/2023,15/6/2023,13/6/2023,Environment and Forest,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Elephantpopulation1993to2017.csv;0.0,,text/csv,1794.0,Five Yearly,,0,"Ministry of Environment, Forest and Climate Change",,/resource/elephant-population-1993-2017,data.gov.in,1,0,,2.0,True,0,,811,721
76,Web Map Service from  362 OSM Topo Sheets  of  Survey of India and Panchromatic imagery of Bhuvan  in Andhra Pradesh,Dataset,Web Map Service (WMS) from Survey of India OSM Data and Bhuvan for Andhra Pradesh,Central,"Ministry of Science and Technology;Department of Science and Technology (DST);NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",13/3/2014,10/12/2021,13/3/2014,All;Agriculture;Water and Sanitation;Information and Communications;Defence;Environment and Forest;Water Resources;Governance and Administration;Infrastructure;Social Development;Transport;Travel and Tourism;All;Agriculture;Water and Sanitation;Information and Communications;Defence;Environment and Forest;Water Resources;Governance and Administration;Infrastructure;Social Development;Transport;Travel and Tourism,,https://nsdiindia.gov.in/nsdi-portal/AccessControl?data=Bhuvan-Andhra,WMS,0.0,Daily,Daily,0,"NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",,/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,data.gov.in,2,0,0.0,30.0,False,1,6622464.0,808,2178
77,"Inbound Tourism Foreign Tourist Arrivals, Arrivals of Non-Resident Indians and International Tourist Arrivals 1981-2020",Dataset,India Tourism Statistics,Central,Ministry of Tourism,26/7/2022,26/7/2022,10/5/2022,Travel and Tourism,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/India-Tourism-Statistics-2021-Table-2.1.1.csv;0.0,,text/csv,996.0,Annual,Annual,0,Ministry of Tourism,"Source - Bureau of Immigration, GOI, NA - Not Available.",/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,data.gov.in,1,1,1.0,,True,0,,807,649
78,State Level Consumer Price Index (Rural/Urban) upto May 2023,Dataset,State Level Consumer Price Index (Rural/Urban),Central,Ministry of Statistics and Programme Implementation,18/9/2023,18/9/2023,17/7/2023,Economy;Prices;Finance;Economy;Statistics,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Statewise_General_Index_Upto_April23.csv;0.0,,application/vnd.ms-excel,93919.0,Monthly,Monthly,1,Ministry of Statistics and Programme Implementation,,/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,data.gov.in,1,1,,2.0,True,0,,799,860
79,Delivery Post office Pincode Boundary,Dataset,All India Pincode Boundary Geo JSON,Central,Ministry of Communications;Department of Posts,9/5/2025,3/6/2025,9/5/2025,All,0.0,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl02052025/All_India_pincode_Boundary-19312.geojson,application/geo+json,,Half yearly,Half yearly,1,Department of Posts,,/resource/delivery-post-office-pincode-boundary,data.gov.in,2,0,,,True,0,,798,245
80,District-wise Tele-Law Case Registration and Advice Enabled Data from FY 2021-22 to 2022-23,Dataset,Tele-Law Program under Designing Innovative Solution for Holistic Access to Justice (DISHA),Central,Ministry of Law and Justice;Department of Justice,24/2/2023,24/2/2023,24/2/2023,Judiciary,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TeleLawData20222023.csv;0.0,,application/vnd.ms-excel,59081.0,Annual,Annual,0,Department of Justice,Data is upto 31st January 2023 for the FY 2022-23.,/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,data.gov.in,1,0,,7.0,True,0,,776,894
81,State/UT-wise Details of the Rainfall Observed During the Monsoon Season from 2020 to 2022,Dataset,Answers Data of Rajya Sabha Questions for Session 260,Central,Rajya Sabha,23/1/2024,23/1/2024,18/1/2024,All;Science and Technology,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_260_AU_25_B.csv;0.0,,text/csv,2174.0,Quarterly,Quarterly,0,Rajya Sabha,"Source - RAJYA SABHA SESSION - 260 UNSTARRED QUESTION No 25. ANSWERED ON, 20TH JULY 2023. HRF - Heavy Rainfall. VHRF - Very Heavy Rainfall. EHRF - Extremely Heavy Rainfall. UT - Union Territory.",/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,data.gov.in,1,0,,9.0,True,0,0.0,774,863
82,Eight Core Industries (Base Year 2011-12) till last month,Dataset,Eight Core Industries,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade;Office of the Economic Adviser,21/9/2017,27/6/2025,14/9/2017,Industries;Manufacturing;Industries;Manufacturing,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData.csv;1.0,https://api.data.gov.in/resource/cc473f03-4db1-4c34-949e-481bdb3da490?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,20087.0,Monthly,Monthly,0,Office of the Economic Adviser,"Data of latest month is provisional. Revision has been made based on revised data received for corresponding month of previous year in respect of Coal, Crude Oil, Refinery Products, Fertilizer, Steel, Cement and Electricity. Accordingly, indices for the month of previous year have been revised.; Since October, 2016, Electricity generation data from Renewable sources is also included; NA: Not Applicable/Available",/resource/eight-core-industries-base-year-2011-12-till-last-month,data.gov.in,4,1,1.0,2.0,True,1,3630481.0,770,753
83,State/UT-wise Number of UDID Card Generated as on 28.07.2021,Dataset,Answers Data of Rajya Sabha Questions for Session 254,Central,Rajya Sabha,30/3/2022,30/3/2022,25/3/2022,All;Social Development,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_254_AU_1917.csv;0.0,,text/csv,840.0,Quarterly,Others,0,Rajya Sabha,Source: RAJYA SABHA SESSION - 254 UNSTARRED QUESTION No 1917.,/resource/stateut-wise-number-udid-card-generated-28072021,data.gov.in,1,1,1.0,,True,0,0.0,766,474
84,State-wise Details of Youth Hostels - 2023,Dataset,Youth Hostel Scheme,Central,Ministry of Youth Affairs and Sports;Department of Youth Affairs,28/6/2023,14/2/2025,30/5/2023,Youth and Sports;Youth and Sports,https://data.gov.in/files/ogdpv2dms/s3fs-public/youth-hostel.csv;0.0,,text/csv,8425.0,Annual,Annual,0,Department of Youth Affairs,okk added,/resource/state-wise-details-youth-hostels-2023,data.gov.in,1,0,,3.0,True,0,,760,851
85,Import & Export of Petroleum Products - Volumes for Year - 2022-23,Dataset,Import & Export of Petroleum Products,Central,Ministry of Petroleum and Natural Gas;Petroleum Planning & Analysis Cell (PPAC),27/4/2023,27/4/2023,27/4/2023,Non Renewable,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/importexport202223_0.csv;0.0,,text/csv,1996.0,Monthly,Monthly,0,Petroleum Planning & Analysis Cell (PPAC),"Source: Oil Companies & DGCIS , All Figures are provisionalNotes:RIL SEZ imports/exports included in country's import/export data^LNG import not included& Others in import include Paraffin wax, Petroleum Jelly, Aviation Gas, MTBE, Reformate etc.@ Nepal sales by IOCL, Nepal and Bhutan sales by BPCL are considered in total exports with average Rupee-US$ exchange rate! RIL SEZ's MS export includes export of Alkylates# ATF exports by RIL does not include ATF sales to foreign going airlines% Others in export include Benzene, Hexane, MTO, Sulphur etc. Import & Export Quantity in '000 Metric Tonnes.",/resource/import-export-petroleum-products-volumes-year-2022-23,data.gov.in,1,1,1.0,,True,0,,755,783
86,Quarterly Estimates of GDP at Constant (2011-12) Prices from 2011-12 to 2022-23,Dataset,Quarterly Estimates of GDP at Constant Prices,Central,Ministry of Statistics and Programme Implementation,5/4/2022,9/6/2022,4/4/2022,Finance;Economy;Statistics;Macro Economy,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GDP_QE_Constant_2011-12_Prices.csv;0.0,,text/csv,20034.0,Quarterly,Quarterly,1,Ministry of Statistics and Programme Implementation,,/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,data.gov.in,1,1,,,True,0,,747,783
87,State/UT-wise Number of Indian Penal Code (IPC) Crimes from 2020 to 2022,Dataset,Crime in India - 2022,Central,Ministry of Home Affairs;Department of States;National Crime Records Bureau (NCRB),12/4/2024,2/6/2025,10/4/2024,Police;Army,https://data.gov.in/files/ogdpv2dms/s3fs-public/NCRB_Table_1A.1.csv;0.0,,text/csv,2077.0,Annual,Annual,0,National Crime Records Bureau (NCRB),"Crime Rate is calculated as Crime per one lakh of population. Population Source - Report of Technical group on Population Projections(July, 2020) National Commission on Population, MoHFW. As per data provided by States/Uts. Clarifications are pending from Nagaland. States/UTs may not be compared purely on the basis of crime figures.",/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,data.gov.in,1,1,,,True,0,0.0,732,325
88,List of MSME Registered Units under Udyog Aadhaar Memorandum - Andhra Pradesh,Dataset,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,Central,"Ministry of Micro, Small and Medium Enterprises",21/11/2019,2/1/2020,19/11/2019,Medium;Micro;Small Scale;Medium;Micro;Small Scale,1.0,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=ANDHRA%20PRADESH,application/json,11686.0,Daily,Daily,1,"Ministry of Micro, Small and Medium Enterprises","Dataset can be downloaded in csv format by using the provided URL and passing appropriate parameter options such as:- api-Key: Generate your personal API key (sample key returns maximum of 10 records at a time) and use that key to consume more than 10 records at a time (Example: api-key=Your API Key); format: Fill format as 'csv' to download the dataset in csv format (Example: format=csv); offset: User can download the dataset from 1st record onwards by setting offset (Example: offset=0), If user wants to download more records than the limit set then they can use the previously set limit as the new offset; limit: User can download maximum of 10000 records in one go (Example: limit=10000).",/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,data.gov.in,2,0,0.0,19.0,False,1,6714764.0,727,1407
89,Rainfall in NE India and its departure from normal for Monsoon session from 1901-2021,Dataset,Departure of Rainfall data,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",16/1/2023,16/1/2023,1/8/2022,Science and Technology;Earth Sciences;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RF_NE_1901-2021.csv;0.0,,text/csv,4363.0,Annual,Annual,1,"India Meteorological Department (IMD), Pune",,/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,data.gov.in,1,0,,3.0,True,0,,710,508
90,Digital Seismotectonic Atlas of India and its Environs,Dataset,BHUKOSH,Central,Ministry of Mines;Geological Survey of India,12/5/2022,12/5/2022,9/5/2022,Governance and Administration;Union/State Government Administration;Union/State Government Administration;Mining;Mining;Coastal & Island;Earth Sciences;Marine Science;Polar Science;Research & Development;Earth Sciences,1.0,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,WMS,,One-time,One-time,1,Geological Survey of India,,/resource/digital-seismotectonic-atlas-india-and-its-environs-0,data.gov.in,2,0,,5.0,True,0,7073635.0,702,902
91,Disclosed Ground Water Level Data under Atal Bhujal Yojana from 2015 to 2022,Dataset,Ground Water Level Data under Atal Bhujal Yojana,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti",31/5/2023,31/5/2023,30/5/2023,Ground Water,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Atal_Jal_Disclosed_Ground_Water_Level-2015-2022.csv;0.0,,text/csv,1162976.0,Biannual,Biannual,0,Ministry of Jal Shakti,,/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,data.gov.in,1,0,,5.0,True,0,,680,153
92,Digital Seismotectonic Atlas of India and its Environs,Dataset,Digital Seismotectonic Atlas of India and its Environs,Central,Ministry of Mines;Geological Survey of India,8/8/2013,12/8/2021,8/8/2013,Mining;Others;Mining;Others,0.0,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,WMS,163.0,One-time,One-time,0,Geological Survey of India,Seismotectonic Atlas of India and its Environs on scale 1:1 million published in 2000,/resource/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in,2,0,0.0,59.0,False,1,,676,1553
93,Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Uttar Pradesh,Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Uttar Pradesh,Central,Ministry of Road Transport and Highways,8/5/2014,1/9/2016,28/4/2014,Transport;Road Transport;Transport;Road Transport,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.27_Uttarpradesh_rtyb_2010_11_1.csv,,text/csv,2516.0,Annual,Annual,0,Ministry of Road Transport and Highways,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; NA-Not Reported; The data has been sourced from Road Transport Year Book-2009-10 & 2010-11.,/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,data.gov.in,1,1,1.0,,True,1,,675,305
94,"Quarterly Estimates of GDP at Current Prices, 2011-12 Series From 2011-12 to 2022-23",Dataset,Quarterly Estimates of GDP at Current Prices,Central,Ministry of Statistics and Programme Implementation,5/4/2022,2/6/2025,4/4/2022,Economy;Macro Economy;Finance;Economy;Macro Economy,https://data.gov.in/files/ogdpv2dms/s3fs-public/GDP_QE_Current_Prices_2011-12_Series.csv;0.0,,text/csv,20283.0,Quarterly,Quarterly,1,Ministry of Statistics and Programme Implementation,,/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,data.gov.in,1,1,,1.0,True,1,,670,817
95,Boundaries of Agro-climatic regions,Dataset,Boundaries of Region,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",28/9/2022,28/9/2022,16/9/2022,Ground Water;Surface Water;Ground Water;Surface Water,0.0,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Agroclimatic_regions.zip,application/zip,,One-time,One-time,1,National Water Informatics Centre,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf, This zip contains all the information of all agro-climatic regions of entire country",/resource/boundaries-agro-climatic-regions,data.gov.in,2,0,,,True,0,,663,769
96,"State-wise Population, Decadal Population Growth rate and Population Density - 2011",Dataset,Rural Health Statistics - 2016,Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare,28/3/2017,10/12/2021,10/2/2017,Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Table_2A_State_Uts.csv,,text/csv,1506.0,Annual,Annual,0,Department of Health and Family Welfare,"For Manipur: Updated population of Manipur as per the order (9/25/2013-CD(Cen.) dtd 07-01-2014) of RGI; For Andhra Pradesh and Telangana: Data collected from the states; Source: Population Census of india, 2011; office of Registrar General & Census Commissioner, India",/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,data.gov.in,1,1,1.0,,True,1,,658,3956
97,"State-wise Details of the Infant Mortality Rate, Institutional Delivery and Prevalence of Under Weight Children under five years of Age (in Reply to Unstarred Question on 07 December, 2022)",Dataset,Answers Data of Rajya Sabha Questions for Session 258,Central,Rajya Sabha,19/5/2023,19/5/2023,17/5/2023,All;Social Development,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_258_AU_142_A_and_B.iii_.csv;0.0,,text/csv,745.0,Quarterly,Quarterly,0,Rajya Sabha,"Source - Rajya Sabha Session - 258 Unstarred Question No. 142 Answered on 07 December, 2022. NA - Not Available. Source - National Family Health Survey-5 (2019-21). Data of West Bengal for Infant Mortality Rate - ST is based on 250-499 unweighted person-years of exposure to the risk of death.",/resource/state-wise-details-infant-mortality-rate-institutional-delivery-and-prevalence-under,data.gov.in,1,1,,,True,0,0.0,657,2206
98,Sector wise Estimated Number of Workers under Fourth Round of Quarterly Employment Survey from Jan to March 2022,Dataset,Quarterly Employment Survey (QES),Central,Ministry of Labour and Employment,25/3/2023,18/2/2025,20/3/2023,Employment,https://data.gov.in/files/ogdpv2dms/s3fs-public/QES.csv;0.0,,text/csv,296.0,Quarterly,Quarterly,0,Ministry of Labour and Employment,,/resource/sector-wise-estimated-number-workers-under-fourth-round-quarterly-employment-survey-jan,data.gov.in,1,1,,3.0,True,0,,644,486
99,Shape file of reservoir,Dataset,Boundaries of Water Resources Projects,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",28/9/2022,28/9/2022,16/9/2022,Ground Water;Surface Water;Ground Water;Surface Water,0.0,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Reservoir.zip,application/zip,,One-time,One-time,1,National Water Informatics Centre,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf. This zip contains the information of all major and minor reservoir of entire country. This is a point layer",/resource/shape-file-reservoir,data.gov.in,2,0,,,True,0,,640,568
