original_title,original_description,original_note,enhanced_title,enhanced_description,generated_note,themes,publisher,jurisdiction,frequency,quality_score,llm_response
State-wise Details of Youth Hostels - 2023,,1,"State-Wise Details of Youth Hostels in India, 2023","This dataset provides state-level details of youth hostels in India for the year 2023. It lists the number of hostels by state and, where available, their bed capacity and basic facility attributes to support planning, monitoring, and policy analysis by government agencies responsible for youth affairs and sports. Data are updated annually and reflect the status in 2023 across all states, with geographic coverage at the state level. Where present, fields may include hostel name, location, capacity, ownership, and operating authority. The dataset supports policymakers, researchers, and service providers in resource allocation and trend analysis.","Data compiled from state-level hostel registries and annual surveys conducted by the central department responsible for youth affairs and sports. Coverage is state-wide within India, with updates on a yearly cadence. Data quality depends on state reporting and may reflect registered inventories rather than current occupancy or utilization.",,,Central,Annual,0.7,"{""enhanced_title"": ""State-Wise Details of Youth Hostels in India, 2023"", ""enhanced_description"": ""This dataset provides state-level details of youth hostels in India for the year 2023. It lists the number of hostels by state and, where available, their bed capacity and basic facility attributes to support planning, monitoring, and policy analysis by government agencies responsible for youth affairs and sports. Data are updated annually and reflect the status in 2023 across all states, with geographic coverage at the state level. Where present, fields may include hostel name, location, capacity, ownership, and operating authority. The dataset supports policymakers, researchers, and service providers in resource allocation and trend analysis."", ""generated_note"": ""Data compiled from state-level hostel registries and annual surveys conducted by the central department responsible for youth affairs and sports. Coverage is state-wide within India, with updates on a yearly cadence. Data quality depends on state reporting and may reflect registered inventories rather than current occupancy or utilization."", ""processing_summary"": {""title_changes"": ""Standardized to include geographic scope 'in India' and the year; formatted with Title Case and a consistent, descriptive structure"", ""description_changes"": ""Expanded to specify contents (state-level counts, capacity, facilities), purpose (planning, monitoring, policy analysis), update cadence (annual), and geographical/temporal scope; added data structure notes (where present)"", ""note_generation"": ""Developed from metadata context and typical data collection practices for youth-hostel registries at the central government level; emphasizes data sources, cadence, and potential quality considerations""}, ""metadata_quality_score"": 0.7, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcterms:temporal"", ""dcat:keyword"", ""dcatin:note""]}"
Import & Export of Petroleum Products - Volumes for Year - 2022-23,,1,Petroleum Product Import and Export Volumes for Year 2022-23 in India,"This dataset presents monthly import and export volumes of petroleum products for India during the fiscal year 2022-23. It aggregates quantities by product category and month to support trade analysis, energy planning, and policy evaluation. The information is updated monthly and reflects national-level volumes, suitable for tracking trends in petroleum trade and calculating trade balances. Data fields typically include month, product category, and import/export volumes, aligned with standard petroleum trade classifications used in official statistics. The dataset is published within a central government framework, with monthly cadence and a focus on national coverage.","Data are compiled from central government trade statistics and petroleum data portals, with monthly updates and potential revisions as reporting improves. Classifications follow standard petroleum product taxonomy; coordinating oversight is through the Ministry of Petroleum and Natural Gas (MoPNG).",,,Central,Monthly,0.72,"{""enhanced_title"": ""Petroleum Product Import and Export Volumes for Year 2022-23 in India"", ""enhanced_description"": ""This dataset presents monthly import and export volumes of petroleum products for India during the fiscal year 2022-23. It aggregates quantities by product category and month to support trade analysis, energy planning, and policy evaluation. The information is updated monthly and reflects national-level volumes, suitable for tracking trends in petroleum trade and calculating trade balances. Data fields typically include month, product category, and import/export volumes, aligned with standard petroleum trade classifications used in official statistics. The dataset is published within a central government framework, with monthly cadence and a focus on national coverage."", ""generated_note"": ""Data are compiled from central government trade statistics and petroleum data portals, with monthly updates and potential revisions as reporting improves. Classifications follow standard petroleum product taxonomy; coordinating oversight is through the Ministry of Petroleum and Natural Gas (MoPNG)."", ""processing_summary"": {""title_changes"": ""Added geographic scope 'in India' and streamlined phrasing to a clear, searchable title in Title Case"", ""description_changes"": ""Generated a detailed description covering purpose, scope, cadence, and data structure; emphasized monthly updates and fiscal-year coverage"", ""note_generation"": ""Created a concise, technical note outlining data sources, update practices, and governance (MoPNG) context""}, ""metadata_quality_score"": 0.72, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcatin:note"", ""dcterms:temporal""]}"
Rainfall in NE India and its departure from normal for Monsoon session from 1901-2021,,1,"Rainfall in Northeastern India and Its Departure From Normal During Monsoon, 1901–2021","This dataset provides annual rainfall measurements for the Northeastern region of India with departures from long-term normals during the monsoon season, spanning 1901 to 2021. It presents year-by-year anomalies (deficit or surplus) relative to regional normals, enabling trend analysis of monsoon variability and climate risk assessment. Where available, data are organized at state or sub-regional levels to support agricultural planning, hydrology, and policy analysis. The update frequency is annual, reflecting the historical scope of the time series; the data are intended for researchers, planners, and policymakers monitoring rainfall patterns in the Northeast.","This historical time-series dataset focuses on monsoon-season rainfall departures for Northeastern India (1901–2021). Data quality may vary for early years, and the series is published at a central government level with annual updates. Users should consult the metadata for spatial granularity and any year-specific caveats.",,,Central,Annual,0.65,"{""enhanced_title"": ""Rainfall in Northeastern India and Its Departure From Normal During Monsoon, 1901\u20132021"", ""enhanced_description"": ""This dataset provides annual rainfall measurements for the Northeastern region of India with departures from long-term normals during the monsoon season, spanning 1901 to 2021. It presents year-by-year anomalies (deficit or surplus) relative to regional normals, enabling trend analysis of monsoon variability and climate risk assessment. Where available, data are organized at state or sub-regional levels to support agricultural planning, hydrology, and policy analysis. The update frequency is annual, reflecting the historical scope of the time series; the data are intended for researchers, planners, and policymakers monitoring rainfall patterns in the Northeast."", ""generated_note"": ""This historical time-series dataset focuses on monsoon-season rainfall departures for Northeastern India (1901\u20132021). Data quality may vary for early years, and the series is published at a central government level with annual updates. Users should consult the metadata for spatial granularity and any year-specific caveats."", ""processing_summary"": {""title_changes"": ""Clarified geographic scope to Northeastern India and emphasized monsoon-focused, time-bounded subject."", ""description_changes"": ""Expanded to describe content (annual rainfall with departures from normals), temporal coverage (1901\u20132021), potential granularity (state/sub-regional), and typical use cases (policy, research, planning). Mentioned update frequency and intended users."", ""note_generation"": ""Created a concise operational note highlighting methodology implications, update cadence, and potential data quality considerations without asserting specific source systems.""}, ""metadata_quality_score"": 0.65, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dct:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcterms:temporal"", ""dcterms:temporalResolution"", ""dcatin:note""]}"
State/UT-wise Number of Indian Penal Code (IPC) Crimes from 2020 to 2022,,1,"State and Union Territory-Wise Indian Penal Code Crimes, 2020–2022, in India","This dataset presents year-wise counts of Indian Penal Code (IPC) crimes at the State and Union Territory level across India for the years 2020, 2021, and 2022. It lists the total IPC crime counts per state/UT for each year, enabling comparative trend analysis, regional planning, and crime surveillance. The data is updated annually and sourced from official crime statistics published by the National Crime Records Bureau (NCRB) and the Ministry of Home Affairs, and is aggregated for publication on data.gov.in. The geographic granularity is state/UT with a yearly temporal resolution; the dataset is suitable for policymakers, researchers, and analysts monitoring crime patterns and resource allocation.",Note: This dataset is compiled from NCRB annual crime statistics and published on data.gov.in. IPC crime counts are provided at the state/UT level for 2020–2022. Figures may be revised in subsequent NCRB releases and are intended for high-level trend analysis and policy planning.,,,Central,Annual,0.85,"{""enhanced_title"": ""State and Union Territory-Wise Indian Penal Code Crimes, 2020\u20132022, in India"", ""enhanced_description"": ""This dataset presents year-wise counts of Indian Penal Code (IPC) crimes at the State and Union Territory level across India for the years 2020, 2021, and 2022. It lists the total IPC crime counts per state/UT for each year, enabling comparative trend analysis, regional planning, and crime surveillance. The data is updated annually and sourced from official crime statistics published by the National Crime Records Bureau (NCRB) and the Ministry of Home Affairs, and is aggregated for publication on data.gov.in. The geographic granularity is state/UT with a yearly temporal resolution; the dataset is suitable for policymakers, researchers, and analysts monitoring crime patterns and resource allocation."", ""generated_note"": ""Note: This dataset is compiled from NCRB annual crime statistics and published on data.gov.in. IPC crime counts are provided at the state/UT level for 2020\u20132022. Figures may be revised in subsequent NCRB releases and are intended for high-level trend analysis and policy planning."", ""processing_summary"": {""title_changes"": ""Geographic scope clarified to India and explicit State/UT coverage; year range maintained as 2020\u20132022; IPC expanded in title for clarity"", ""description_changes"": ""Created a 4-sentence description detailing scope, contents, frequency, sources, and uses; clarified granularity (state/UT, yearly) and intended users"", ""note_generation"": ""Basis drawn from NCRB annual crime statistics and data.gov.in publication practices; notes address revisions and typical use cases""}, ""metadata_quality_score"": 0.85, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:spatial"", ""dcterms:publisher"", ""dcterms:temporal""]}"
Digital Seismotectonic Atlas of India and its Environs,,2,"Digital Seismotectonic Atlas of India and Its Environs: Seismic Framework, Tectonic Features, and Regional Context","This one-time digital atlas provides a detailed representation of the seismotectonic framework of India and its surrounding regions. It compiles major tectonic boundaries, crustal blocks, fault systems, and regional seismicity into accessible geospatial layers and map-ready visuals. The dataset is designed for researchers, educators, policymakers, and planners to analyze tectonic structure, assess seismic hazards, and support geological interpretation. It includes static cartographic representations with accompanying attribute data describing lithology, faulting, and historical earthquake events, with geographic coverage centered on India and adjacent areas. The release reflects the state of knowledge at publication and is not subject to ongoing updates. Data provenance comes from national geoscience sources and scholarly inputs, and is suitable for integration with other geological datasets for educational and planning purposes.","Note: This is a one-time digital compilation of India's seismotectonic framework, aggregating major tectonic boundaries, fault systems, and historical seismicity into geospatial layers. Generated from national geoscience sources for research, hazard assessment, and education; not intended for continuous updates. Users should verify against primary geological surveys for critical decisions.",,,Central,One-time,0.82,"{""enhanced_title"": ""Digital Seismotectonic Atlas of India and Its Environs: Seismic Framework, Tectonic Features, and Regional Context"", ""enhanced_description"": ""This one-time digital atlas provides a detailed representation of the seismotectonic framework of India and its surrounding regions. It compiles major tectonic boundaries, crustal blocks, fault systems, and regional seismicity into accessible geospatial layers and map-ready visuals. The dataset is designed for researchers, educators, policymakers, and planners to analyze tectonic structure, assess seismic hazards, and support geological interpretation. It includes static cartographic representations with accompanying attribute data describing lithology, faulting, and historical earthquake events, with geographic coverage centered on India and adjacent areas. The release reflects the state of knowledge at publication and is not subject to ongoing updates. Data provenance comes from national geoscience sources and scholarly inputs, and is suitable for integration with other geological datasets for educational and planning purposes."", ""generated_note"": ""Note: This is a one-time digital compilation of India's seismotectonic framework, aggregating major tectonic boundaries, fault systems, and historical seismicity into geospatial layers. Generated from national geoscience sources for research, hazard assessment, and education; not intended for continuous updates. Users should verify against primary geological surveys for critical decisions."", ""processing_summary"": {""title_changes"": ""Expanded title with geographic scope and added emphasis on seismic framework and regional context"", ""description_changes"": ""Added a comprehensive, 50-150 word description detailing scope, content, provenance, and use cases; included spatial/temporal coverage and data structure"", ""note_generation"": ""Generated contextual note based on one-time atlas nature and typical data provenance; references core methodology and data sources""}, ""metadata_quality_score"": 0.82, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcatin:note"", ""Publisher""]}"
List of MSME Registered Units under Udyog Aadhaar Memorandum - Andhra Pradesh,,2,"Micro, Small and Medium Enterprise Registered Units Under Udyog Aadhaar Memorandum in Andhra Pradesh, India","This dataset lists Micro, Small and Medium Enterprise (MSME) units registered under the Udyog Aadhaar Memorandum (UAM) in the state of Andhra Pradesh. It captures entities categorized by MSME size (Micro, Small, and Medium) and includes establishment details such as unit name, registration number, address, district, and registration date as recorded in the UAM system. The data supports transparency, enterprise policy planning, credit assessment, and market research for stakeholders. Updated daily, it reflects new registrations and changes in status. The dataset is published under the Ministry of Micro, Small and Medium Enterprises (MoMSME) and is relevant to state-level governance and Andhra Pradesh economic development. Geographic scope is Andhra Pradesh within India; data granularity is typically at district or establishment level where available.","Data derived from Udyog Aadhaar Memorandum registrations maintained by the Ministry of Micro, Small and Medium Enterprises (MoMSME) for Andhra Pradesh, with daily updates reflecting new registrations and status changes. Users should verify current status via official MoMSME portals. The dataset supports enterprise policy planning and district-level economic analysis, but may contain duplicates or slight lags in update cycles.",,,Central,Daily,0.8,"{""enhanced_title"": ""Micro, Small and Medium Enterprise Registered Units Under Udyog Aadhaar Memorandum in Andhra Pradesh, India"", ""enhanced_description"": ""This dataset lists Micro, Small and Medium Enterprise (MSME) units registered under the Udyog Aadhaar Memorandum (UAM) in the state of Andhra Pradesh. It captures entities categorized by MSME size (Micro, Small, and Medium) and includes establishment details such as unit name, registration number, address, district, and registration date as recorded in the UAM system. The data supports transparency, enterprise policy planning, credit assessment, and market research for stakeholders. Updated daily, it reflects new registrations and changes in status. The dataset is published under the Ministry of Micro, Small and Medium Enterprises (MoMSME) and is relevant to state-level governance and Andhra Pradesh economic development. Geographic scope is Andhra Pradesh within India; data granularity is typically at district or establishment level where available."", ""generated_note"": ""Data derived from Udyog Aadhaar Memorandum registrations maintained by the Ministry of Micro, Small and Medium Enterprises (MoMSME) for Andhra Pradesh, with daily updates reflecting new registrations and status changes. Users should verify current status via official MoMSME portals. The dataset supports enterprise policy planning and district-level economic analysis, but may contain duplicates or slight lags in update cycles."", ""processing_summary"": {""title_changes"": ""Expanded abbreviation 'MSME' to 'Micro, Small and Medium Enterprise' and appended geographic scope with 'Andhra Pradesh, India' for clarity and searchability"", ""description_changes"": ""Generated a comprehensive description detailing dataset contents, purpose, update frequency, geographic scope, and data granularity; included publisher context (MoMSME) and UAM reference"", ""note_generation"": ""Created note based on UAM data source, MoMSME involvement, daily update cadence, and typical caveats (duplicates, update lags)""}, ""metadata_quality_score"": 0.8, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:spatial"", ""dcterms:publisher"", ""dcatin:note""]}"
Disclosed Ground Water Level Data under Atal Bhujal Yojana from 2015 to 2022,,1,"Disclosed Groundwater Level Data Under Atal Bhujal Yojana, 2015–2022, India","This dataset presents groundwater level observations disclosed under the Atal Bhujal Yojana (ABHY) for the period 2015–2022 across India. It includes measurements of groundwater depth or water level, recorded at monitoring stations, wells or boreholes, with dates, locations (state/district where available) and measurement units. The data supports monitoring of groundwater trends, drought and water security planning, and policy assessment. Updated semiannually, the dataset follows the ABHY data collection framework and CGWB/CGWA monitoring networks. It is suitable for researchers, policymakers and practitioners in hydrology, water resource management and regional planning, enabling trend analysis and informed interventions.","Generated from the ABHY groundwater monitoring network, incorporating data from the Central Ground Water Board and state agencies. Published on a semiannual cycle with depth to groundwater reported in meters below ground level, including station identifiers and observation dates. Data quality follows CGWB validation and calibration procedures.",,,Central,Semiannual,0.78,"{""enhanced_title"": ""Disclosed Groundwater Level Data Under Atal Bhujal Yojana, 2015\u20132022, India"", ""enhanced_description"": ""This dataset presents groundwater level observations disclosed under the Atal Bhujal Yojana (ABHY) for the period 2015\u20132022 across India. It includes measurements of groundwater depth or water level, recorded at monitoring stations, wells or boreholes, with dates, locations (state/district where available) and measurement units. The data supports monitoring of groundwater trends, drought and water security planning, and policy assessment. Updated semiannually, the dataset follows the ABHY data collection framework and CGWB/CGWA monitoring networks. It is suitable for researchers, policymakers and practitioners in hydrology, water resource management and regional planning, enabling trend analysis and informed interventions."", ""generated_note"": ""Generated from the ABHY groundwater monitoring network, incorporating data from the Central Ground Water Board and state agencies. Published on a semiannual cycle with depth to groundwater reported in meters below ground level, including station identifiers and observation dates. Data quality follows CGWB validation and calibration procedures."", ""processing_summary"": {""title_changes"": ""Standardized capitalization, replaced 'Ground Water' with 'Groundwater', and appended geographic scope and period for clarity"", ""description_changes"": ""Expanded from minimal to a detailed description outlining content, scope, update frequency, data structure, and potential uses"", ""note_generation"": ""Drafted note based on ABHY data collection framework and CGWB monitoring processes""}, ""metadata_quality_score"": 0.78, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcterms:spatial"", ""dcat:theme"", ""dcat:keyword"", ""dcterms:publisher""]}"
Digital Seismotectonic Atlas of India and its Environs,,2,Digital Seismotectonic Atlas of India and Its Environs for Seismic Hazard Analysis,"This dataset presents a Digital Seismotectonic Atlas detailing the tectonic framework of the Indian subcontinent and its environs. It comprises geospatial layers and maps illustrating major fault systems, plate boundaries, crustal structure, and seismicity zones, designed to support seismic hazard assessment, academic research, and policy planning. The release is a one-time, Central government dataset focused on India, suitable for national- and regional-scale GIS analyses. Data are drawn from established geological surveys and seismological catalogs, compiled to provide a coherent atlas for geoscience studies. The dataset does not specify temporal coverage or regular updates, and keywords include Mining and Others to reflect potential application domains.","This atlas aggregates geoscience sources (geological surveys and seismic catalogs) into a central, one-time release. It emphasizes tectonic features and seismic hazard relevance, with GIS-ready layers and regional-scale coverage.",,,Central,One-time,0.82,"{""enhanced_title"": ""Digital Seismotectonic Atlas of India and Its Environs for Seismic Hazard Analysis"", ""enhanced_description"": ""This dataset presents a Digital Seismotectonic Atlas detailing the tectonic framework of the Indian subcontinent and its environs. It comprises geospatial layers and maps illustrating major fault systems, plate boundaries, crustal structure, and seismicity zones, designed to support seismic hazard assessment, academic research, and policy planning. The release is a one-time, Central government dataset focused on India, suitable for national- and regional-scale GIS analyses. Data are drawn from established geological surveys and seismological catalogs, compiled to provide a coherent atlas for geoscience studies. The dataset does not specify temporal coverage or regular updates, and keywords include Mining and Others to reflect potential application domains."", ""generated_note"": ""This atlas aggregates geoscience sources (geological surveys and seismic catalogs) into a central, one-time release. It emphasizes tectonic features and seismic hazard relevance, with GIS-ready layers and regional-scale coverage."", ""processing_summary"": {""title_changes"": ""Expanded to emphasize Seismic Hazard Analysis and regional scope while preserving core subject."", ""description_changes"": ""Added scope, content details (layers, boundaries, crustal structure), sources, usage cases, and update pattern; clarified geographic and temporal aspects."", ""note_generation"": ""Basis drawn from metadata: Central jurisdiction, India focus, one-time update, and typical seismotectonic atlas characteristics.""}, ""metadata_quality_score"": 0.82, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcatin:note""]}"
"Quarterly Estimates of Gross Domestic Product (GDP) at Current Prices, Base Year 2011-12 (2011-12 to 2022-23)","This dataset provides quarterly estimates of India’s Gross Domestic Product (GDP) and Gross Value Added (GVA) at current prices, based on the 2011-12 base year series, covering the period from 2011-12 (Q1) to 2022-23 (Q1). Quarter-on-quarter and year-on-year growth rates and GDP ratios are also provided for India’s economic structure and trends over time.","Quarterly GDP and GVA estimates at current prices (2011-12 base year), covering key economic sectors and aggregates from 2011-12 to 2022-23.","Quarterly Estimates of India's GDP at Current Prices (2011-12 Base), 2011-12 to 2022-23","This historical quarterly dataset presents India's Gross Domestic Product (GDP) and Gross Value Added (GVA) at current prices, based on the 2011-12 base year. The time series spans 2011-12 Q1 through 2022-23 Q1 and includes quarter-on-quarter and year-on-year growth rates, as well as GDP-related ratios for the economy. Published by the Ministry of Statistics and Programme Implementation (MOSPI) as part of National Accounts Statistics, the data support trend analysis, policy assessment, and economic forecasting. Data are quarterly and derived from NAS methodology, with coverage of the major sectors and aggregates.","Generated from MOSPI's National Accounts Statistics (NAS). The dataset includes quarterly GDP and GVA at current prices with an 2011-12 base, drawn from NAS indicators and source data; historical coverage extends to 2022-23 Q1 and is updated as new MOSPI estimates are released.","Economy, Macro Economy",,Central,,0.88,"{""enhanced_title"": ""Quarterly Estimates of India's GDP at Current Prices (2011-12 Base), 2011-12 to 2022-23"", ""enhanced_description"": ""This historical quarterly dataset presents India's Gross Domestic Product (GDP) and Gross Value Added (GVA) at current prices, based on the 2011-12 base year. The time series spans 2011-12 Q1 through 2022-23 Q1 and includes quarter-on-quarter and year-on-year growth rates, as well as GDP-related ratios for the economy. Published by the Ministry of Statistics and Programme Implementation (MOSPI) as part of National Accounts Statistics, the data support trend analysis, policy assessment, and economic forecasting. Data are quarterly and derived from NAS methodology, with coverage of the major sectors and aggregates."", ""generated_note"": ""Generated from MOSPI's National Accounts Statistics (NAS). The dataset includes quarterly GDP and GVA at current prices with an 2011-12 base, drawn from NAS indicators and source data; historical coverage extends to 2022-23 Q1 and is updated as new MOSPI estimates are released."", ""processing_summary"": {""title_changes"": ""Clarified geographic scope to India, specified the base year and historical period, and presented in concise, title-case format."", ""description_changes"": ""Expanded to describe scope (GDP and GVA at current prices), base year, quarterly coverage, growth metrics, and NAS source; added institutional context and primary use cases."", ""note_generation"": ""Basis drawn from MOSPI's National Accounts Statistics and NAS methodology; emphasizes data source, quarterly nature, and historical extent.""}, ""metadata_quality_score"": 0.88, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcterms:temporal"", ""dcatin:note""]}"
"State-wise Population, Decadal Population Growth rate and Population Density - 2011",,1,"State-Wise Population, Decadal Growth Rate, and Population Density in India, 2011 Census","This dataset provides a state-level view of demographic indicators for India, highlighting total population, population density (persons per square kilometer), and the decadal growth rate from the 2011 Census. It covers all states and union territories, enabling cross-state comparisons and trend analysis. The data are updated annually to incorporate revisions and projections from official demographic statistics, supporting planning in health, family welfare, education, and infrastructure. The table structure typically includes state/UT identifiers, population counts, density, growth rates, and related indicators, with data sourced from the Census of India and subsequent government statistics.","Note: Derived from the 2011 Census, with annual updates to reflect revisions and projections. Population density is computed using official area figures; decadal growth rates refer to the 2001–2011 period and may be revised in future updates.",,,Central,Annual,0.85,"{""enhanced_title"": ""State-Wise Population, Decadal Growth Rate, and Population Density in India, 2011 Census"", ""enhanced_description"": ""This dataset provides a state-level view of demographic indicators for India, highlighting total population, population density (persons per square kilometer), and the decadal growth rate from the 2011 Census. It covers all states and union territories, enabling cross-state comparisons and trend analysis. The data are updated annually to incorporate revisions and projections from official demographic statistics, supporting planning in health, family welfare, education, and infrastructure. The table structure typically includes state/UT identifiers, population counts, density, growth rates, and related indicators, with data sourced from the Census of India and subsequent government statistics."", ""generated_note"": ""Note: Derived from the 2011 Census, with annual updates to reflect revisions and projections. Population density is computed using official area figures; decadal growth rates refer to the 2001\u20132011 period and may be revised in future updates."", ""processing_summary"": {""title_changes"": ""Expanded to specify India-wide scope and 2011 Census context, clarified geographic and temporal coverage"", ""description_changes"": ""Added detailed scope, contents, update cadence, data sources, and typical data structure (state/UT, population, density, growth rate)"", ""note_generation"": ""Based on metadata fields; infers census-based provenance and update methodology; includes methods and limitations for users""}, ""metadata_quality_score"": 0.85, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcterms:temporal"", ""dcatin:note""]}"
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Uttar Pradesh,,1,"Newly Registered Motor Vehicles in 2009-10 and 2010-11, and Total Registered Motor Vehicles in Uttar Pradesh as on 31 March 2010 and 31 March 2011","This dataset presents counts of motor vehicle registrations in Uttar Pradesh for two periods: newly registered vehicles for 2009-10 and 2010-11, and the total number of registered motor vehicles as on 31 March 2010 and 31 March 2011. It provides state-level registration statistics suitable for transport planning and policy analysis, including trend assessment across the two financial years and year-end snapshots. The data are updated annually and reflect the end-of-period status. The records are organized by period and registration type to support comparative analysis and planning in the transport sector.",Data are compiled from the state's motor vehicle registration records and are published annually. Figures as on 31 March reflect end-of-year tallies; newly registered versus total registered counts are reported for Uttar Pradesh. This note complements the description by indicating the data source emphasis and annual publication pattern.,,,Central,Annual,0.75,"{""enhanced_title"": ""Newly Registered Motor Vehicles in 2009-10 and 2010-11, and Total Registered Motor Vehicles in Uttar Pradesh as on 31 March 2010 and 31 March 2011"", ""enhanced_description"": ""This dataset presents counts of motor vehicle registrations in Uttar Pradesh for two periods: newly registered vehicles for 2009-10 and 2010-11, and the total number of registered motor vehicles as on 31 March 2010 and 31 March 2011. It provides state-level registration statistics suitable for transport planning and policy analysis, including trend assessment across the two financial years and year-end snapshots. The data are updated annually and reflect the end-of-period status. The records are organized by period and registration type to support comparative analysis and planning in the transport sector."", ""generated_note"": ""Data are compiled from the state's motor vehicle registration records and are published annually. Figures as on 31 March reflect end-of-year tallies; newly registered versus total registered counts are reported for Uttar Pradesh. This note complements the description by indicating the data source emphasis and annual publication pattern."", ""processing_summary"": {""title_changes"": ""Reframed for geographic scope (Uttar Pradesh) and explicit time periods while preserving core subject matter; applied title case and concise phrasing"", ""description_changes"": ""Generated a detailed, multi-sentence description that explains dataset contents, purpose, frequency, and temporal coverage, emphasizing state-level scope and end-of-period counts"", ""note_generation"": ""Created a technical note describing data source, annual publication pattern, and end-of-period tallies based on standard metadata practices for transport statistics""}, ""metadata_quality_score"": 0.75, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcatin:note"", ""dcterms:temporal""]}"
Boundaries of Agro-climatic regions,,2,Boundaries of Agro-Climatic Regions in India,"This dataset delineates the geographic boundaries of agro-climatic regions across India, represented as polygons with region codes and names. It explains how climatic, soil, and rainfall criteria define each zone and supports GIS-based mapping, crop zoning, and regional planning. The data can be used for policy analysis, resource allocation, and risk assessment by overlaying with weather, water, and land-use layers. Published through the data.gov.in portal, it reflects the agro-climatic classifications in use at the time of publication and is suitable for national- to district-scale analyses. Spatial coverage is national (India); granularity depends on the source maps.","Boundaries are compiled from the national agro-climatic zoning framework and are intended for planning and GIS analysis rather than legal demarcation. Geometry is provided in standard GIS formats; accuracy depends on source cartography. This is a one-time publication on data.gov.in, with revisions issued only in future updates.",,,Central,One-time,0.85,"{""enhanced_title"": ""Boundaries of Agro-Climatic Regions in India"", ""enhanced_description"": ""This dataset delineates the geographic boundaries of agro-climatic regions across India, represented as polygons with region codes and names. It explains how climatic, soil, and rainfall criteria define each zone and supports GIS-based mapping, crop zoning, and regional planning. The data can be used for policy analysis, resource allocation, and risk assessment by overlaying with weather, water, and land-use layers. Published through the data.gov.in portal, it reflects the agro-climatic classifications in use at the time of publication and is suitable for national- to district-scale analyses. Spatial coverage is national (India); granularity depends on the source maps."", ""generated_note"": ""Boundaries are compiled from the national agro-climatic zoning framework and are intended for planning and GIS analysis rather than legal demarcation. Geometry is provided in standard GIS formats; accuracy depends on source cartography. This is a one-time publication on data.gov.in, with revisions issued only in future updates."", ""processing_summary"": {""title_changes"": ""Added explicit geographic scope 'in India' and improved capitalization to create a clear, self-contained title"", ""description_changes"": ""Developed a comprehensive description outlining purpose, content, spatial scope, data structure, frequency, and publication source"", ""note_generation"": ""Created a concise note describing data origin, geometry, accuracy considerations, and update policy""}, ""metadata_quality_score"": 0.85, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword""]}"
