dcterms:title,dcterms:type,unmapped_catalog_title,dcatin:jurisdictionLevel,dcatin:applicableLegislation,dcterms:publisher,qualifiedAttribution1,qualifiedAttribution2,dcterms:modified,dcterms:created,dcat:theme,dcat:keyword,unmapped_field_resource_type,dct:accrualPeriodicity,dct:temporalResolution,dcterms:relation[from_api],unmappabled_is_api_available,unmappable_is_visualized,unmappable_api_request_count,dcatin:hvdCategory,unmappable_field_show_export,dcterms:creator,prov:qualifiedAttribution,unmappable_is_rated,unmappable_external_api_reference,dcatin:note,dcat:accessURL,dcterms:identifier,dcterms:landingPage,dcterms:source,unmappable_ogdp_download_count,unmappable_ogdp_view_count,dcterms:spatial,dcterms:temporal ,dcterms:rights,foaf:depiction,dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:isVersionOf,dcterms:description,dcterms:alternative/dcterms:abstract,dcterms:language
Total Number of Registered Motor Vehicles in India during 1951-2013,Dataset,Total Number of Registered Motor Vehicles in India,Central,NDSAP,Ministry of Road Transport and Highways,,,10/12/2021,18/5/2016,Transport;Road Transport,Transport;Road Transport,1,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,1,,"All figures are in thousands; *: Two-wheelers include auto-rickshaws for the years ending 31st March 1959, 1960, 1962, 1963, 1964, 1965, 1967, 1968 and 1969. For the remaining years, auto-rickshaws are included in Others; **: Others include tractors, trailers, three wheelers (passenger vehicles)/LMV and other miscellaneous vehicles which are not classified separately; @: Includes Omni buses since 2001; Totals may not tally due to rounding off of data; Source: Offices of State Transport Commissioners/UT Administration",data.gov.in/resource/total-number-registered-motor-vehicles-india-during-1951-2013,data.gov.in/resource/total-number-registered-motor-vehicles-india-during-1951-2013,data.gov.in/resource/total-number-registered-motor-vehicles-india-during-1951-2013,field_reference_url,891,6151,data.gov.in,,,,,,,,,,,
Year-wise Annual frequency of cyclones (34 knots or more) and severe cyclones (48 knots or more) crossing different coastal states of India from 1891 to 2017,Dataset,Yearly and Seasonal Frequency of Cyclones and Depressions,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",17/2/2025,4/12/2018,Science and Technology;Atmospheric Science;Earth Sciences,Earth Sciences;Earth Sciences;Earth Sciences,1,Annual,Others,0,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",1,,Source: India Meteorological Department; WB: West Bengal; OD: Odisha; AP: Andhra Pradesh; TN: Tamil Nadu; GJ: Gujarat; MH/GA: Maharashtra & Goa; KK: Karnataka; KR: Kerala.,data.gov.in/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,data.gov.in/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,data.gov.in/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,field_reference_url,881,1300,data.gov.in,,,,,,,,,,,
Weekly Patent Application Granted,Dataset,Patent Application,Central,NDSAP,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,,27/6/2025,29/12/2022,Industries,,5,Weekly,Weekly,1,1,,4,1,TRUE,Department for Promotion of industry and Internal Trade,Department for Promotion of industry and Internal Trade,0,7412118,,data.gov.in/resource/weekly-patent-application-granted,data.gov.in/resource/weekly-patent-application-granted,data.gov.in/resource/weekly-patent-application-granted,field_reference_url,868,458,data.gov.in,,,,,,,,,,,
"Monthly, Seasonal and Annual Mean Temperature Series for the period 1901-2021",Dataset,All India Seasonal and Annual Temperature Series,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",16/1/2023,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,Annual,Annual,0,0,,1,1,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",0,,,data.gov.in/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,data.gov.in/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,data.gov.in/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,field_reference_url,866,651,data.gov.in,,,,,,,,,,,
Eight Core Industries (Base Year 2011-12) till last financial year,Dataset,Eight Core Industries,Central,NDSAP,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,27/6/2025,14/9/2017,Industries;Manufacturing,Industries;Manufacturing,4,Annual,Annual,1,1,1,,0,TRUE,Office of the Economic Adviser,Office of the Economic Adviser,1,4260981,"Since October, 2016, Electricity generation data from Renewable sources is also included; NA: Not Applicable/Available",data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,field_reference_url,866,814,data.gov.in,,,,,,,,,,,
List of all Startups from Meity Startup Hub ,Dataset,Startup Hub,Central,NDSAP,Ministry of Electronics and Information Technology (MeitY),,,27/1/2022,9/11/2021,Information and Communications;Information and Technology,Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology,1,Biannual,Annual,0,1,1,4,0,TRUE,Ministry of Electronics and Information Technology (MeitY),Ministry of Electronics and Information Technology (MeitY),0,,"India is home to one of the most vibrant startup ecosystems with close to 8000 tech startups, making it the 2nd largest startup ecosystem in the world. Hence, innovation and entrepreneurship is the emerging focus area that is being aggressively promoted to give fillip to the Indian economy. Ministry of Electronics & Information Technology, Government of India is leading and facilitating a gamut of Innovation and IPR related activities across the country towards expansion of this ecosystem. In order to facilitate MeitY vision of promoting technology innovation, startups and creation of Intellectual Properties, a nodal entity called MeitY Startup Hub has been setup under its aegis. MSH will act as a national coordination, facilitation and monitoring center that will integrate all the incubation centers, startups and innovation related activities of MeitY.",data.gov.in/resource/list-all-startups-meity-startup-hub,data.gov.in/resource/list-all-startups-meity-startup-hub,data.gov.in/resource/list-all-startups-meity-startup-hub,field_reference_url,861,509,data.gov.in,,,,,,,,,,,
List of MSME Registered Units under Udyog Aadhaar Memorandum - Maharashtra,Dataset,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,Central,NDSAP,"Ministry of Micro, Small and Medium Enterprises",,,2/1/2020,19/11/2019,Medium;Micro;Small Scale,Medium;Micro;Small Scale,2,Daily,Daily,1,0,0,52,1,FALSE,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",1,6714764,"Dataset can be downloaded in csv format by using the provided URL and passing appropriate parameter options such as:- api-Key: Generate your personal API key (sample key returns maximum of 10 records at a time) and use that key to consume more than 10 records at a time (Example: api-key=Your API Key); format: Fill format as 'csv' to download the dataset in csv format (Example: format=csv); offset: User can download the dataset from 1st record onwards by setting offset (Example: offset=0), If user wants to download more records than the limit set then they can use the previously set limit as the new offset; limit: User can download maximum of 10000 records in one go (Example: limit=10000).",data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,field_reference_url,843,1790,data.gov.in,,,,,,,,,,,
Imports of Major Chemical - Product-wise / Group-wise from 2014-15 to 2021-22,Dataset,Import of Major Chemicals - Product-wise / Group-wise,Central,NDSAP,Ministry of Chemicals and Fertilizers,Department of Chemicals and Petrochemicals,,24/1/2023,24/1/2023,Industries;Chemicals and Petrochemicals,,1,Annual,Annual,0,1,,,0,TRUE,Department of Chemicals and Petrochemicals,Department of Chemicals and Petrochemicals,0,,"Data Figure Quantity in MT and Values in Rs Lakh. Data source in respect of Imports of Chemicals is Directorate General of Commercial Intelligence and Statistics (DGCIS), Kolkata. Product - It includes those chemical products which are being monitored by S&M Division of D/o Chemicals & Petrochemicals.",data.gov.in/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,data.gov.in/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,data.gov.in/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,field_reference_url,841,437,data.gov.in,,,,,,,,,,,
Subdivision wise Rainfall and its departure from 1901 to 2015,Dataset,Rainfall in India,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",10/12/2021,13/11/2017,Science and Technology;Atmospheric Science;Earth Sciences,Science and Technology;Atmospheric Science;Earth Sciences,1,Annual,Annual,0,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",1,,"Figures of  Actual, Percentage departure, Mean and Standard deviation are in mm; NA: Not Applicable/Not Available.",data.gov.in/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,data.gov.in/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,data.gov.in/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,field_reference_url,836,6133,data.gov.in,,,,,,,,,,,
Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 2023,Dataset,Rainfall,Central,NDSAP,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,6/12/2023,25/7/2023,Water Resources,,1,Daily,Daily,1,1,,2,1,TRUE,National Water Informatics Centre,National Water Informatics Centre,0,7210754,Average rainfall in millimetre (MM),data.gov.in/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,data.gov.in/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,data.gov.in/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,field_reference_url,826,2178,data.gov.in,,,,,,,,,,,
Elephant Population from 1993 to 2017,Dataset,Elephant Reserve and Population Status,Central,NDSAP,"Ministry of Environment, Forest and Climate Change",,,15/6/2023,13/6/2023,Environment and Forest,,1,Five Yearly,,0,0,,2,0,TRUE,"Ministry of Environment, Forest and Climate Change","Ministry of Environment, Forest and Climate Change",0,,,data.gov.in/resource/elephant-population-1993-2017,data.gov.in/resource/elephant-population-1993-2017,data.gov.in/resource/elephant-population-1993-2017,field_reference_url,811,721,data.gov.in,,,,,,,,,,,
Web Map Service from  362 OSM Topo Sheets  of  Survey of India and Panchromatic imagery of Bhuvan  in Andhra Pradesh,Dataset,Web Map Service (WMS) from Survey of India OSM Data and Bhuvan for Andhra Pradesh,Central,NDSAP,Ministry of Science and Technology,Department of Science and Technology (DST),"NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",10/12/2021,13/3/2014,All;Agriculture;Water and Sanitation;Information and Communications;Defence;Environment and Forest;Water Resources;Governance and Administration;Infrastructure;Social Development;Transport;Travel and Tourism,All;Agriculture;Water and Sanitation;Information and Communications;Defence;Environment and Forest;Water Resources;Governance and Administration;Infrastructure;Social Development;Transport;Travel and Tourism,2,Daily,Daily,,0,0,30,0,FALSE,"NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)","NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",1,6622464,,data.gov.in/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,data.gov.in/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,data.gov.in/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,field_reference_url,808,2178,data.gov.in,,,,,,,,,,,
"Inbound Tourism Foreign Tourist Arrivals, Arrivals of Non-Resident Indians and International Tourist Arrivals 1981-2020",Dataset,India Tourism Statistics,Central,NDSAP,Ministry of Tourism,,,26/7/2022,10/5/2022,Travel and Tourism,,1,Annual,Annual,0,1,1,,0,TRUE,Ministry of Tourism,Ministry of Tourism,0,,"Source - Bureau of Immigration, GOI, NA - Not Available.",data.gov.in/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,data.gov.in/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,data.gov.in/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,field_reference_url,807,649,data.gov.in,,,,,,,,,,,
State Level Consumer Price Index (Rural/Urban) upto May 2023,Dataset,State Level Consumer Price Index (Rural/Urban),Central,NDSAP,Ministry of Statistics and Programme Implementation,,,18/9/2023,17/7/2023,Economy;Prices;Finance;Economy;Statistics,,1,Monthly,Monthly,0,1,,2,1,TRUE,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,0,,,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,field_reference_url,799,860,data.gov.in,,,,,,,,,,,
Delivery Post office Pincode Boundary,Dataset,All India Pincode Boundary Geo JSON,Central,NDSAP,Ministry of Communications,Department of Posts,,3/6/2025,9/5/2025,All,,2,Half yearly,Half yearly,0,0,,,1,TRUE,Department of Posts,Department of Posts,0,,,data.gov.in/resource/delivery-post-office-pincode-boundary,data.gov.in/resource/delivery-post-office-pincode-boundary,data.gov.in/resource/delivery-post-office-pincode-boundary,field_reference_url,798,245,data.gov.in,,,,,,,,,,,
District-wise Tele-Law Case Registration and Advice Enabled Data from FY 2021-22 to 2022-23,Dataset,Tele-Law Program under Designing Innovative Solution for Holistic Access to Justice (DISHA),Central,NDSAP,Ministry of Law and Justice,Department of Justice,,24/2/2023,24/2/2023,Judiciary,,1,Annual,Annual,0,0,,7,0,TRUE,Department of Justice,Department of Justice,0,,Data is upto 31st January 2023 for the FY 2022-23.,data.gov.in/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,data.gov.in/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,data.gov.in/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,field_reference_url,776,894,data.gov.in,,,,,,,,,,,
State/UT-wise Details of the Rainfall Observed During the Monsoon Season from 2020 to 2022,Dataset,Answers Data of Rajya Sabha Questions for Session 260,Central,NDSAP,Rajya Sabha,,,23/1/2024,18/1/2024,All,Science and Technology,1,Quarterly,Quarterly,0,0,,9,0,TRUE,Rajya Sabha,Rajya Sabha,0,0,"Source - RAJYA SABHA SESSION - 260 UNSTARRED QUESTION No 25. ANSWERED ON, 20TH JULY 2023. HRF - Heavy Rainfall. VHRF - Very Heavy Rainfall. EHRF - Extremely Heavy Rainfall. UT - Union Territory.",data.gov.in/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,data.gov.in/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,data.gov.in/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,field_reference_url,774,863,data.gov.in,,,,,,,,,,,
Eight Core Industries (Base Year 2011-12) till last month,Dataset,Eight Core Industries,Central,NDSAP,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,27/6/2025,14/9/2017,Industries;Manufacturing,Industries;Manufacturing,4,Monthly,Monthly,1,1,1,2,0,TRUE,Office of the Economic Adviser,Office of the Economic Adviser,1,3630481,"Data of latest month is provisional. Revision has been made based on revised data received for corresponding month of previous year in respect of Coal, Crude Oil, Refinery Products, Fertilizer, Steel, Cement and Electricity. Accordingly, indices for the month of previous year have been revised.; Since October, 2016, Electricity generation data from Renewable sources is also included; NA: Not Applicable/Available",data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-month,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-month,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-month,field_reference_url,770,753,data.gov.in,,,,,,,,,,,
State/UT-wise Number of UDID Card Generated as on 28.07.2021,Dataset,Answers Data of Rajya Sabha Questions for Session 254,Central,NDSAP,Rajya Sabha,,,30/3/2022,25/3/2022,All,Social Development,1,Quarterly,Others,0,1,1,,0,TRUE,Rajya Sabha,Rajya Sabha,0,0,Source: RAJYA SABHA SESSION - 254 UNSTARRED QUESTION No 1917.,data.gov.in/resource/stateut-wise-number-udid-card-generated-28072021,data.gov.in/resource/stateut-wise-number-udid-card-generated-28072021,data.gov.in/resource/stateut-wise-number-udid-card-generated-28072021,field_reference_url,766,474,data.gov.in,,,,,,,,,,,
State-wise Details of Youth Hostels - 2023,Dataset,Youth Hostel Scheme,Central,NDSAP,Ministry of Youth Affairs and Sports,Department of Youth Affairs,,14/2/2025,30/5/2023,Youth and Sports,Youth and Sports,1,Annual,Annual,0,0,,3,0,TRUE,Department of Youth Affairs,Department of Youth Affairs,0,,okk added,data.gov.in/resource/state-wise-details-youth-hostels-2023,data.gov.in/resource/state-wise-details-youth-hostels-2023,data.gov.in/resource/state-wise-details-youth-hostels-2023,field_reference_url,760,851,data.gov.in,,,,,,,,,,,
Import & Export of Petroleum Products - Volumes for Year - 2022-23,Dataset,Import & Export of Petroleum Products,Central,NDSAP,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,27/4/2023,27/4/2023,Non Renewable,,1,Monthly,Monthly,0,1,1,,0,TRUE,Petroleum Planning & Analysis Cell (PPAC),Petroleum Planning & Analysis Cell (PPAC),0,,"Source: Oil Companies & DGCIS , All Figures are provisionalNotes:RIL SEZ imports/exports included in country's import/export data^LNG import not included& Others in import include Paraffin wax, Petroleum Jelly, Aviation Gas, MTBE, Reformate etc.@ Nepal sales by IOCL, Nepal and Bhutan sales by BPCL are considered in total exports with average Rupee-US$ exchange rate! RIL SEZ's MS export includes export of Alkylates# ATF exports by RIL does not include ATF sales to foreign going airlines% Others in export include Benzene, Hexane, MTO, Sulphur etc. Import & Export Quantity in '000 Metric Tonnes.",data.gov.in/resource/import-export-petroleum-products-volumes-year-2022-23,data.gov.in/resource/import-export-petroleum-products-volumes-year-2022-23,data.gov.in/resource/import-export-petroleum-products-volumes-year-2022-23,field_reference_url,755,783,data.gov.in,,,,,,,,,,,
Quarterly Estimates of GDP at Constant (2011-12) Prices from 2011-12 to 2022-23,Dataset,Quarterly Estimates of GDP at Constant Prices,Central,NDSAP,Ministry of Statistics and Programme Implementation,,,9/6/2022,4/4/2022,Finance;Economy;Statistics,Macro Economy,1,Quarterly,Quarterly,0,1,,,1,TRUE,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,0,,,data.gov.in/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,data.gov.in/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,data.gov.in/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,field_reference_url,747,783,data.gov.in,,,,,,,,,,,
State/UT-wise Number of Indian Penal Code (IPC) Crimes from 2020 to 2022,Dataset,Crime in India - 2022,Central,NDSAP,Ministry of Home Affairs,Department of States,National Crime Records Bureau (NCRB),2/6/2025,10/4/2024,Police,Army,1,Annual,Annual,0,1,,,0,TRUE,National Crime Records Bureau (NCRB),National Crime Records Bureau (NCRB),0,0,"Crime Rate is calculated as Crime per one lakh of population. Population Source - Report of Technical group on Population Projections(July, 2020) National Commission on Population, MoHFW. As per data provided by States/Uts. Clarifications are pending from Nagaland. States/UTs may not be compared purely on the basis of crime figures.",data.gov.in/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,data.gov.in/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,data.gov.in/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,field_reference_url,732,325,data.gov.in,,,,,,,,,,,
List of MSME Registered Units under Udyog Aadhaar Memorandum - Andhra Pradesh,Dataset,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,Central,NDSAP,"Ministry of Micro, Small and Medium Enterprises",,,2/1/2020,19/11/2019,Medium;Micro;Small Scale,Medium;Micro;Small Scale,2,Daily,Daily,1,0,0,19,1,FALSE,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",1,6714764,"Dataset can be downloaded in csv format by using the provided URL and passing appropriate parameter options such as:- api-Key: Generate your personal API key (sample key returns maximum of 10 records at a time) and use that key to consume more than 10 records at a time (Example: api-key=Your API Key); format: Fill format as 'csv' to download the dataset in csv format (Example: format=csv); offset: User can download the dataset from 1st record onwards by setting offset (Example: offset=0), If user wants to download more records than the limit set then they can use the previously set limit as the new offset; limit: User can download maximum of 10000 records in one go (Example: limit=10000).",data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,field_reference_url,727,1407,data.gov.in,,,,,,,,,,,
Rainfall in NE India and its departure from normal for Monsoon session from 1901-2021,Dataset,Departure of Rainfall data,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",16/1/2023,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,Annual,Annual,0,0,,3,1,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",0,,,data.gov.in/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,data.gov.in/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,data.gov.in/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,field_reference_url,710,508,data.gov.in,,,,,,,,,,,
Digital Seismotectonic Atlas of India and its Environs,Dataset,BHUKOSH,Central,NDSAP,Ministry of Mines,Geological Survey of India,,12/5/2022,9/5/2022,Governance and Administration;Union/State Government Administration;Union/State Government Administration;Mining;Mining;Coastal & Island;Earth Sciences;Marine Science;Polar Science;Research & Development,Earth Sciences,2,One-time,One-time,1,0,,5,1,TRUE,Geological Survey of India,Geological Survey of India,0,7073635,,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs-0,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs-0,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs-0,field_reference_url,702,902,data.gov.in,,,,,,,,,,,
Disclosed Ground Water Level Data under Atal Bhujal Yojana from 2015 to 2022,Dataset,Ground Water Level Data under Atal Bhujal Yojana,Central,NDSAP,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,,31/5/2023,30/5/2023,Ground Water,,1,Biannual,Biannual,0,0,,5,0,TRUE,Ministry of Jal Shakti,Ministry of Jal Shakti,0,,,data.gov.in/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,data.gov.in/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,data.gov.in/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,field_reference_url,680,153,data.gov.in,,,,,,,,,,,
Digital Seismotectonic Atlas of India and its Environs,Dataset,Digital Seismotectonic Atlas of India and its Environs,Central,NDSAP,Ministry of Mines,Geological Survey of India,,12/8/2021,8/8/2013,Mining;Others,Mining;Others,2,One-time,One-time,0,0,0,59,0,FALSE,Geological Survey of India,Geological Survey of India,1,,Seismotectonic Atlas of India and its Environs on scale 1:1 million published in 2000,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs,field_reference_url,676,1553,data.gov.in,,,,,,,,,,,
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Uttar Pradesh,Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Uttar Pradesh,Central,NDSAP,Ministry of Road Transport and Highways,,,1/9/2016,28/4/2014,Transport;Road Transport,Transport;Road Transport,1,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,1,,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; NA-Not Reported; The data has been sourced from Road Transport Year Book-2009-10 & 2010-11.,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,field_reference_url,675,305,data.gov.in,,,,,,,,,,,
"Quarterly Estimates of GDP at Current Prices, 2011-12 Series From 2011-12 to 2022-23",Dataset,Quarterly Estimates of GDP at Current Prices,Central,NDSAP,Ministry of Statistics and Programme Implementation,,,2/6/2025,4/4/2022,Economy;Macro Economy;Finance;Economy,Macro Economy,1,Quarterly,Quarterly,0,1,,1,1,TRUE,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,1,,,data.gov.in/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,data.gov.in/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,data.gov.in/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,field_reference_url,670,817,data.gov.in,,,,,,,,,,,
Boundaries of Agro-climatic regions,Dataset,Boundaries of Region,Central,NDSAP,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,28/9/2022,16/9/2022,Ground Water;Surface Water,Ground Water;Surface Water,2,One-time,One-time,0,0,,,1,TRUE,National Water Informatics Centre,National Water Informatics Centre,0,,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf, This zip contains all the information of all agro-climatic regions of entire country",data.gov.in/resource/boundaries-agro-climatic-regions,data.gov.in/resource/boundaries-agro-climatic-regions,data.gov.in/resource/boundaries-agro-climatic-regions,field_reference_url,663,769,data.gov.in,,,,,,,,,,,
"State-wise Population, Decadal Population Growth rate and Population Density - 2011",Dataset,Rural Health Statistics - 2016,Central,NDSAP,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,10/12/2021,10/2/2017,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Family Welfare;Health,1,Annual,Annual,,1,1,,0,TRUE,Department of Health and Family Welfare,Department of Health and Family Welfare,1,,"For Manipur: Updated population of Manipur as per the order (9/25/2013-CD(Cen.) dtd 07-01-2014) of RGI; For Andhra Pradesh and Telangana: Data collected from the states; Source: Population Census of india, 2011; office of Registrar General & Census Commissioner, India",data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,field_reference_url,658,3956,data.gov.in,,,,,,,,,,,
