dcterms:title,dcterms:description,dcterms:modified,dcterms:created,dcterms:issued,dcterms:spatial,dcatin:jurisdictionLevel,dcterms:publisher,qualifiedAttribution1,qualifiedAttribution2,dcterms:relation,dcat:keyword,dcatin:hvdCategory,unmappableis_api_available,node_alias,unmappable_ogdp_view_count,dcterms:contributor,dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:isVersionOf,dcatin: applicableLegislation:,dcterms:rights,dcterms:language,foaf: homePage,dcat:landingPage,dcterms:identifier,dcat:accessURL,dcterms:subject
District Level Household and Facility Survey (DLHS-4),"The District Level Household and Facility Survey (DLHS-4) is a nationwide survey which was conducted during 2012-13. The ever-married womens questionnaire contained information on womens characteristics, maternal care, immunization and childcare, contraception and fertility preferences, reproductive health including knowledge about HIV/AIDS. The village questionnaire contained information on availability of health, education and other facilities in the village, and whether the facilities are accessible throughout the year. The health facility questionnaire contained information on human resources, infrastructure, and services. For the first time, a population-linked facility survey has been conducted in DLHS-4. All Community Health Centres (CHCs), District Hospitals and Sub Divisional Hospitals were covered. Further, all Sub-Health Centres and Primary Health Centres (PHCs) which serve the population of the selected PSUs were also covered.It contains district wise data on population and household profile, percentage of households having electricity, improved source of drinking water, having access to improved toilet facility, use clean fuel for cooking, mean age of marriage for girls and boys and percentage of currently married women married below age 18 years and 21 years, characteristics of women, fertility, current use of family planning methods, Unmet need for family planning, quality of family planning services, antenatal care, delivery care, percentage of women who received JSY benefits, percentage of women who had any pregnancy complication, any delivery complication, any post-delivery complication, problem of vaginal discharge and menstrual related problems, percentage of pregnancy resulted in live birth, still birth, induced abortion and spontaneous abortion, child immunization, child feeding practices, birth weight, awareness about Diarrhoea, awareness about ARI, treatment of childhood diseases, awareness of RTI/STI and HIV/AIDS, utilization of government health services, birth registration, personal habits, reported prevalence of morbidity, reported prevalence of chronic illness during last one year, Anaemia status by Haemoglobin level, blood sugar level and hypertension.",8/20/2019,12/24/2014,12/29/2014,All India;State,Central,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,0,Age;AIDS;Anaemia;birth;child;Delivery;Diarrhoea;Diseases;Fertility;Fuel;Health;HIV;Immunization;Pregnancy;Toilet;Water;Women;DLHS;Unmet;RTI;Characteristics;childhood;Marriage;JSY;ARI;STI;Morbidity;Hypertension;Sugar;Illness;Planning;Blood;Abortion;Drinking;Family;Haemoglobin;Antenatal;Chronic;Mean;Feeding;Complication;Spontaneous;Elecrticity;Induced;Practice,0,0,/catalog/district-level-household-and-facility-survey-dlhs-4,40888,,,,,,,,,,data.gov.in/catalog/district-level-household-and-facility-survey-dlhs-4,data.gov.in/catalog/district-level-household-and-facility-survey-dlhs-4,data.gov.in/catalog/district-level-household-and-facility-survey-dlhs-4,data.gov.in/catalog/district-level-household-and-facility-survey-dlhs-4,group_name
Eight Core Industries,"It contains  index, production and growth of Eight Core Industries.  Eight Core Industries are Electricity , steel, refinery products, crude oil, coal, cement, natural gas and fertilizers. The Index of Eight Core Industries is a monthly production index, which is also considered as a lead indicator of the monthly industrial performance. The Index of Eight Core Industries is compiled based on the monthly production information received from the Source Agencies.",6/19/2025,2/26/2014,6/11/2014,All India,Central,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,0,Commerce;index;industrial;Industry;Production,0,0,/catalog/eight-core-industries,16148,,,,,,,,,,data.gov.in/catalog/eight-core-industries,data.gov.in/catalog/eight-core-industries,data.gov.in/catalog/eight-core-industries,data.gov.in/catalog/eight-core-industries,group_name
All India Consumer Price Index (Rural/Urban),"Consumer Price Indices (CPI) measure changes over time in general level of prices of goods and services that households acquire for the purpose of consumption. CPI numbers are widely used as a macroeconomic indicator of inflation, as a tool by governments and central banks for inflation targeting and for monitoring price stability, and as deflators in the national accounts. CPI is also used for indexing dearness allowance to employees for increase in prices. CPI is therefore considered as one of the most important economic indicators. For construction of CPI numbers, two requisite components are weighting diagrams (consumption patterns) and price data collected at regular intervals. The data refers to group wise all India Consumer Price Index for Rural & Urban with base year 2010. The dataset is published by Central Statistical Office and released on 12th of every month. ",9/4/2024,2/26/2014,5/12/2014,All India,Central,Ministry of Statistics and Programme Implementation,,,0,Commodity;CPI;Group;Price;Consumer,1,1,/catalog/all-india-consumer-price-index-ruralurban-0,275558,,,,,,,,,,data.gov.in/catalog/all-india-consumer-price-index-ruralurban-0,data.gov.in/catalog/all-india-consumer-price-index-ruralurban-0,data.gov.in/catalog/all-india-consumer-price-index-ruralurban-0,data.gov.in/catalog/all-india-consumer-price-index-ruralurban-0,group_name
Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Uttar Pradesh,"The data refers to Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Uttar Pradesh. Registered Motor Vehicles have been categorized in two broad categories, Transport and Non Transport. Multi-axled/ Articulated Vehicles/ Trucks and Lorries, Light Motor Vehicle (Goods),Buses,Taxis,Light Motor Vehicle (Passengers Auto) are falling under Transport Category and Two Wheelers,Cars,Jeeps,Omni Buses,Tractors,Trailers & Others are falling under Non Transport Category.",9/1/2016,5/1/2014,5/8/2014,Uttar Pradesh,Central,Ministry of Road Transport and Highways,,,0,vehicle;Registered;Motor;Newly,0,0,/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-uttar-pradesh,14714,,,,,,,,,,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-uttar-pradesh,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-uttar-pradesh,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-uttar-pradesh,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-uttar-pradesh,group_name
Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Tamil Nadu,"The data refers to Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Tamil Nadu. Registered Motor Vehicles have been categorized in two broad categories, Transport and Non Transport. Multi-axled/ Articulated Vehicles/ Trucks and Lorries, Light Motor Vehicle (Goods),Buses,Taxis,Light Motor Vehicle (Passengers Auto) are falling under Transport Category and Two Wheelers,Cars,Jeeps,Omni Buses,Tractors,Trailers & Others are falling under Non Transport Category.",9/1/2016,5/1/2014,5/8/2014,Tamil Nadu,Central,Ministry of Road Transport and Highways,,,0,vehicle;Registered;Motor;Newly,0,0,/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-tamil-nadu,33447,,,,,,,,,,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-tamil-nadu,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-tamil-nadu,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-tamil-nadu,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-tamil-nadu,group_name
Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Delhi,"The data refers to Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Delhi. Registered Motor Vehicles have been categorized in two broad categories, Transport and Non Transport. Multi-axled/ Articulated Vehicles/ Trucks and Lorries, Light Motor Vehicle (Goods),Buses,Taxis,Light Motor Vehicle (Passengers Auto) are falling under Transport Category and Two Wheelers,Cars,Jeeps,Omni Buses,Tractors,Trailers & Others are falling under Non Transport Category.",9/1/2016,5/1/2014,5/7/2014,Delhi (NCT),Central,Ministry of Road Transport and Highways,,,0,vehicle;Registered;Motor;Newly,0,0,/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-delhi,11743,,,,,,,,,,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-delhi,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-delhi,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-delhi,data.gov.in/catalog/number-newly-registered-motor-vehicles-and-number-registered-motor-vehicles-delhi,group_name
State Level Consumer Price Index (Rural/Urban),"Consumer Price Indices (CPI) measure changes over time in general level of prices of goods and services that households acquire for the purpose of consumption. CPI numbers are widely used as a macroeconomic indicator of inflation, as a tool by governments and central banks for inflation targeting and for monitoring price stability, and as deflators in the national accounts. CPI is also used for indexing dearness allowance to employees for increase in prices. CPI is therefore considered as one of the most important economic indicators. For construction of CPI numbers, two requisite components are weighting diagrams (consumption patterns) and price data collected at regular intervals. The Central Statistics Office (CSO), Ministry of Statistics and Programme Implementation releases Consumer Price Indices (CPI) on base 2010=100 for all-India and States/UTs separately for rural, urban and combined every month with effect from January, 2011. The data is Published by Central Statistical Office and released on 12th of every month.",9/4/2024,2/26/2014,5/5/2014,All India,Central,Ministry of Statistics and Programme Implementation,,,0,Consumption;CPI;CSO;Economic;Economy;General;MOSPI;statistics;Inflation;Price;Indicator;Macroeconomic,1,1,/catalog/state-level-consumer-price-index-ruralurban,51413,,,,,,,,,,data.gov.in/catalog/state-level-consumer-price-index-ruralurban,data.gov.in/catalog/state-level-consumer-price-index-ruralurban,data.gov.in/catalog/state-level-consumer-price-index-ruralurban,data.gov.in/catalog/state-level-consumer-price-index-ruralurban,group_name
Wholesale Price Index,"Wholesale price index comprises as far as possible all transactions at first point of bulk sale in the domestic market. Provisional monthly WPI for All Commodities is released on 14th of every month (next working day, if 14th is holiday). Detailed item level WPI is put on official website (http://www.eaindustry.nic.in/) for public use. The provisional index is made final after a period of eight weeks/ two months. A Press Note prepared by the Office of the Economic Advisor of the Ministry of Commerce and Industry, accompanies the release and can be viewed from the website of the O/o Economic Advisor, M/o Commerce and Industries. The current series of 2011-12  consists of 117 Primary Articles, 16 Fuel and Power items, and 564 Manufactured Products covering all important items transacted in the economy. The weighing diagram for the WPI series has been derived on the basis of Gross Value of Output. The output values at current prices wherever available at appropriate disaggregation, have been obtained from the National Accounts Statistics published by Central Statistical Organization, Ministry of Statistics & Programme Implementation. The price data are collected on a self-disclosure basis from individual private sector firms and official sources. National Sample Survey Office also facilitates collection of price data from organized manufacturing units.",6/19/2025,2/13/2014,3/21/2014,All India,Central,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,0,Article;Commerce;Commodity;Fuel;Industry;Power;primary;Wholesale;WPI;Data;Inflation;Price;product;Current;Manufactured,0,1,/catalog/wholesale-price-index-1,113363,,,,,,,,,,data.gov.in/catalog/wholesale-price-index-1,data.gov.in/catalog/wholesale-price-index-1,data.gov.in/catalog/wholesale-price-index-1,data.gov.in/catalog/wholesale-price-index-1,group_name
Web Map Service (WMS) from Survey of India OSM Data and Bhuvan for Andhra Pradesh,"This is a OGC compliant Web Map Service (WMS) created by Survey of India from Open Series Map (OSM) Data on 1:50,000 scale and Panchromatic imagery of Bhuvan for Andhra pradesh . These rich data sets can be integrated with any other OGC compliant Web Services to make it more meaningful and solve real life problems. The whole OSM map data is organised in 8 themes which can be made on /off with the tools provided in layer menu. The transparency of the Bhuvan Imagery can be changed by the user as per the requirement using the tool available under layer menu of the India geo-portal. This facilitates the user to have the map and imagery for his specific interest. This WMS is for viewing and not meant for download as the map is served as an image.",7/30/2015,3/13/2014,3/13/2014,Andhra Pradesh,Central,Ministry of Science and Technology,Department of Science and Technology (DST),"NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",1,Bhuvan;MAP;Web,0,0,/catalog/web-map-service-wms-survey-india-osm-data-and-bhuvan-andhra-pradesh,32300,,,,,,,,,,data.gov.in/catalog/web-map-service-wms-survey-india-osm-data-and-bhuvan-andhra-pradesh,data.gov.in/catalog/web-map-service-wms-survey-india-osm-data-and-bhuvan-andhra-pradesh,data.gov.in/catalog/web-map-service-wms-survey-india-osm-data-and-bhuvan-andhra-pradesh,data.gov.in/catalog/web-map-service-wms-survey-india-osm-data-and-bhuvan-andhra-pradesh,group_name
Total Number of Registered Motor Vehicles in India,"The data refers to Total Number of Registered Motor Vehicles in India. Registered vehicles have been categorized as Two Wheelers,Cars,Jeeps and Taxis,Buses,Goods Vehicles and Others. ",12/27/2019,1/6/2014,1/8/2014,All India,Central,Ministry of Road Transport and Highways,,,0,Car;goods;Jeep;Taxi;Bus;Wheeler,0,0,/catalog/total-number-registered-motor-vehicles-india,216353,,,,,,,,,,data.gov.in/catalog/total-number-registered-motor-vehicles-india,data.gov.in/catalog/total-number-registered-motor-vehicles-india,data.gov.in/catalog/total-number-registered-motor-vehicles-india,data.gov.in/catalog/total-number-registered-motor-vehicles-india,group_name
State/UT wise total no of road accidents,"Get data related to state/UT wise road accidents. Data of road accidents in India are collected by Transport Research Wing (TRW) of Ministry of Road Transport & Highways from the Police Headquarters of the various states, UTs and Million Plus cities in India through specially designated nodal officers(DGP/ADGP(Crime)/ADGP(Traffic)/ Director (State Crime Record Bureau) in a 19-item format devised under Asia Pacific Road Accidents Data(APRAD)/ Indian Road Accident Data(IRAD) project of the United Nations Economic and Social Commission for the Asia & the Pacific(UNESCAP).",12/14/2017,1/6/2014,1/8/2014,All India,Central,Ministry of Road Transport and Highways,,,0,Injured;Killed;Road;Person;Accident,0,0,/catalog/stateut-wise-total-no-road-accidents,6215,,,,,,,,,,data.gov.in/catalog/stateut-wise-total-no-road-accidents,data.gov.in/catalog/stateut-wise-total-no-road-accidents,data.gov.in/catalog/stateut-wise-total-no-road-accidents,data.gov.in/catalog/stateut-wise-total-no-road-accidents,group_name
Digital Seismotectonic Atlas of India and its Environs,"Seismotectonic Atlas of India and its Environs comprises 43 number of SEISAT sheets on scale 1:1 million. The geographic base in this publication was taken from the International Map Series prepared by the Survey of India and tectono-stratigraphic base generated from various thematic maps published by the GSI. The geophysical, structural and geothermal data relevant to seismotectonics were superposed over the base maps. The epicenters of 19,504 earthquakes of magnitude (Ms/mb) >= 4.0, pertaining to a period from 1897 to 2009 and compiled from various catalogues such as ABE, BCI, CFR, CGS, GR, ISC and USGS-NEIC, have been used in it. The Fault Plane Solutions of 1292 important events of Mw >= 4.6 that occurred during the period between 1977 and 2009 have been obtained from HRVD source [www.seismology.harvard.edu]. The faults in the Atlas have been categorized on the basis of tectonics and seismic activity. The Bouguer Gravity contours in the land surface and Free Air Gravity counters in the Sea have been presented in mgal. Depth of crystalline basement below the Sediment and Deccan Trap cover, the Moho depth and bathymetry contours have also been given.",8/12/2021,8/8/2013,8/19/2013,All India,Central,Ministry of Mines,Geological Survey of India,,0,atlas;basement;Contour;earthquake;epicentre;geophysical;geothermal;magnitude;seisat;seismotectonic;Stratigraphy;solution;Fault;Deccan;Trap;Bouguer;Gravity;Plane;Richter;Scale;Tectono,0,0,/catalog/digital-seismotectonic-atlas-india-and-its-environs,9855,,,,,,,,,,data.gov.in/catalog/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in/catalog/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in/catalog/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in/catalog/digital-seismotectonic-atlas-india-and-its-environs,group_name
Quarterly Estimates of GDP at Current Prices,"Get data on Quarterly Estimates of GDP at Current Prices. Besides GDP data contains various Macro economic key parameters like Capital Formation, Net income, Savings, Government Final Consumption Expenditure etc . Growth rates and sectoral breakups are also provided.",2/9/2023,2/13/2014,7/24/2013,All India,Central,Ministry of Statistics and Programme Implementation,,,0,Agriculture;Capita;Capital;CIS;Construction;Consumption;domestic;expenditure;Export;Fishing;Forestry;GFCE;GNI;Gross;Hotel;Import;Income;manufacturing;NDP;NNI;Restaurant;PFCE;Subsidy;trade;Price;Tax;Saving;Formion;Indirect;Populion,1,0,/catalog/quarterly-estimates-gdp-current-prices,8238,,,,,,,,,,data.gov.in/catalog/quarterly-estimates-gdp-current-prices,data.gov.in/catalog/quarterly-estimates-gdp-current-prices,data.gov.in/catalog/quarterly-estimates-gdp-current-prices,data.gov.in/catalog/quarterly-estimates-gdp-current-prices,group_name
Gross State Domestic Product at Current Prices,"The data describes the State level Gross State Domestic Product at Current Prices. Gross State Domestic Product is defined as a measure, in monetary terms, of the volume of all goods and services produced within the boundaries of State during a given period of time, accounted without duplication. ",4/5/2022,2/13/2014,7/24/2013,All India;State,Central,Ministry of Statistics and Programme Implementation,,,0,cost;domestic;GDP;Gross;GSDP;SDP;Factor,0,0,/catalog/gross-state-domestic-product-current-prices-0,22595,,,,,,,,,,data.gov.in/catalog/gross-state-domestic-product-current-prices-0,data.gov.in/catalog/gross-state-domestic-product-current-prices-0,data.gov.in/catalog/gross-state-domestic-product-current-prices-0,data.gov.in/catalog/gross-state-domestic-product-current-prices-0,group_name
Consumption of Petroleum Products,The data refers to the consumption of Petroleum Products. It provides details regarding the actual consumption and consumption in working group of Eleventh plan- Base scenario and upper scenario along with the Compounded Annual Growth Rate (CAGR) for the years 2007-12.,7/9/2015,6/8/2013,6/10/2013,All India,Central,NITI Aayog,,,0,Eleventh;Growth;Plan;Rate;CAGR;Compunded,0,0,/catalog/consumption-petroleum-products,3765,,,,,,,,,,data.gov.in/catalog/consumption-petroleum-products,data.gov.in/catalog/consumption-petroleum-products,data.gov.in/catalog/consumption-petroleum-products,data.gov.in/catalog/consumption-petroleum-products,group_name
"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",The data refers to details on climatological normals of district wise rainfall (in mm) calculated with the data for the period 1951-2000.,2/13/2014,5/31/2013,5/31/2013,All India,Central,Ministry of Earth Sciences,India Meteorological Department (IMD),,0,climatological;rainfall,0,0,/catalog/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,53803,,,,,,,,,,data.gov.in/catalog/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,data.gov.in/catalog/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,data.gov.in/catalog/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,data.gov.in/catalog/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,group_name
"District-wise, season-wise crop production statistics","The data refers to district wise, crop wise, season wise and year wise data on crop covered area (Hectare) and production (Tonnes). The data is being used to study and analyse crop production, production contribution to district/State/country, Agro-climatic zone wise performance, and high yield production order for crops, crop growing pattern and diversification. The system is also a vital source for formulating crop related schemes and assessing their impacts.",7/6/2021,5/20/2013,5/24/2013,All India,Central,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare,Directorate of Economics and Statistics (DES),0,area;Pattern;Production;Performance;Agro;Climatic;Growing;Diversification,0,0,/catalog/district-wise-season-wise-crop-production-statistics-0,289637,,,,,,,,,,data.gov.in/catalog/district-wise-season-wise-crop-production-statistics-0,data.gov.in/catalog/district-wise-season-wise-crop-production-statistics-0,data.gov.in/catalog/district-wise-season-wise-crop-production-statistics-0,data.gov.in/catalog/district-wise-season-wise-crop-production-statistics-0,group_name
Current daily price of various commodities from various markets (Mandi),"The data refers to prices of various commodities. It has the wholesale maximum price, minimum price and modal price on daily basis. This dataset is generated through the AGMARKNET Portal (http://agmarknet.gov.in), which disseminates daily market information of various commodities.",6/19/2025,5/23/2013,5/24/2013,All India,Central,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare,Directorate of Marketing and Inspection (DMI),1,mandi;Price;Agriculture;Commodity;Market;Rate,1,0,/catalog/current-daily-price-various-commodities-various-markets-mandi,1292388,,,,,,,,,,data.gov.in/catalog/current-daily-price-various-commodities-various-markets-mandi,data.gov.in/catalog/current-daily-price-various-commodities-various-markets-mandi,data.gov.in/catalog/current-daily-price-various-commodities-various-markets-mandi,data.gov.in/catalog/current-daily-price-various-commodities-various-markets-mandi,group_name
Import of Major Chemicals - Product-wise / Group-wise,"Get product wise, group wise and year wise Import of major chemicals products, both in quantity and value, in India. Major Chemicals have been classified in various groups, like Alkali Chemicals, Dyes & Dyestuff, Inorganic Chemicals, Organic Chemicals and Pesticides & Insecticides.",1/24/2023,2/13/2014,3/23/2013,All India,Central,Ministry of Chemicals and Fertilizers,Department of Chemicals and Petrochemicals,,0,Fertilizer;Inorganic;Organic;Dyes;product;Chemical;Alkali;Dyestuff;Pesticide;Insecticide,0,0,/catalog/import-major-chemicals-product-wise-group-wise,16673,,,,,,,,,,data.gov.in/catalog/import-major-chemicals-product-wise-group-wise,data.gov.in/catalog/import-major-chemicals-product-wise-group-wise,data.gov.in/catalog/import-major-chemicals-product-wise-group-wise,data.gov.in/catalog/import-major-chemicals-product-wise-group-wise,group_name
Quarterly Estimates of GDP at Constant Prices,"Gross domestic product (GDP) is the broadest quantitative measure of a nation's total economic activity. More specifically, GDP represents the monetary value of all goods and services produced within a nation's geographic borders over a specified period of time.Gross domestic product (GDP) at constant prices refers to the volume level of GDP. Constant price estimates of GDP are obtained by expressing values in terms of a base period .Get data regarding quarterly estimates of Gross Domestic Product at constant prices.",2/9/2023,9/4/2013,11/23/2012,All India,Central,Ministry of Statistics and Programme Implementation,,,0,Activity;domestic;Economic;Economy;Gross;prices;Constant;Macro,1,0,/catalog/quarterly-estimates-gdp-constant-prices,7898,,,,,,,,,,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices,group_name
Quarterly Estimates of GDP at Constant Prices,"The data refers to latest quarterly estimates of Gross Domestic Product, Final Consumption Expenditure and other macro economic aggregates at constant prices.",7/28/2021,11/23/2012,11/23/2012,All India,Central,Ministry of Statistics and Programme Implementation,,,0,Agriculture;Capita;Capital;CIS;Construction;expenditure;Export;Fishing;Forestry;GFCE;GFCF;GNI;Import;Income;manufacturing;NDP;NNI;Restaurant;PFCE;Population;Subsidy;trade;Fixed;Tax;Indirect,0,0,/catalog/quarterly-estimates-gdp-constant-prices-0,8703,,,,,,,,,,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices-0,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices-0,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices-0,data.gov.in/catalog/quarterly-estimates-gdp-constant-prices-0,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_name
