dcterms:title,dcterms:description,dcat:theme,dcterms:created,dcterms:issued,dcterms:modified,dcterms:type,dcat:ByteSize,dcat:mediaType,dcterms:relation,dcterms:identifier,dcat:landingPage,dcterms:source,dcterms:spatial ,dcterms:temporal,dcatin:jurisdictionLevel,dcatin: applicableLegislation,dcterms:accessRight ,dct:accrualPeriodicity,dcat:temporalResolution,dcat:keyword,,dcat:theme,dcat:downloadURL,dcat:accessURL,foaf:depiction,dcat:inCatalog,dcat:contactPoint,     vCard:fn,     vcard:title,     vcard:role,     vcard:organization-name,     vcard:hasEmail,      vcard:hasAddress,               vcard:street-address,               vcard:postal-code,               vcard:locality,dcterms:rights,dcatin:hvdCategory,dcterms:accrualMethod,dcterms:creator,dcterms:publisher,dcterms:publisher,prov:qualifiedAttribution,prov:qualifiedAttribution (If there are multiple qualified attributions),dcatin:note,dcterms:license ,dcterms:language,dcterms:abstract,dcterms:alternative,dcterms:relation,dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:replaces,dcterms:isVersionOf,dcterms:hasVersion,dcat:endpointDescription,dcat:DatasetSeries,dcat:inSeries,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available
District Wise Total  MSME Registered Manufacturing Enterprises till last date,,,2019-07-24,2019-08-07,2019-07-23,Dataset,55955,text/csv,,data.gov.in/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,data.gov.in/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,,,,Central,NDSAP,,One-time,Daily,Medium;Micro;Small Scale,,Medium;Micro;Small Scale,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/NREGA.csv,data.gov.in/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,,Udyog Aadhaar Memorandum  ( MSME Registration ),,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2092,1250,,TRUE,1,6667162,1,1,1
District-wise MGNREGA Data at a Glance,,,2023-09-13,2025-06-27,2023-09-11,Dataset,153388,text/csv,,data.gov.in/resource/district-wise-mgnrega-data-glance,data.gov.in/resource/district-wise-mgnrega-data-glance,,,,Central,NDSAP,,Daily,Daily,Development,,Development,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_manufacturing_msme.csv?VersionId=105172500356481,data.gov.in/resource/district-wise-mgnrega-data-glance,,Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),,,,,,,,,,,,,,Department of Rural Development (DRD),,Ministry of Rural Development,Department of Rural Development (DRD),,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/ee03643a-ee4c-48c2-ac30-9f2ff26ab722?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all,,,,,,,,,,,,,1748,1235,1,TRUE,1,603001422,1,,1
District Level Manufacturing MSME Registered Enterprises under UDYAM Registration till last date,,,2021-11-01,2025-06-27,2021-10-26,Dataset,37346,text/csv,,data.gov.in/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,data.gov.in/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,,,,Central,NDSAP,,Daily,Daily,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,,Industries;Medium;Micro;Small Scale,https://data.gov.in/files/ogdpv2dms/s3fs-public/ISL_Dictionary_words.csv,data.gov.in/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,,UDYAM Registration (MSME Registration),,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/ae789703-638a-4942-b79e-17868103dec8?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,835,1181,11,TRUE,0,7159068,1,1,1
Indian Sign Language Dictionary till January 2024,,,2024-02-07,2025-02-18,2024-02-06,Dataset,2661,application/vnd.ms-excel,,data.gov.in/resource/indian-sign-language-dictionary-till-january-2024,data.gov.in/resource/indian-sign-language-dictionary-till-january-2024,,,,Central,NDSAP,,Annual,Annual,Disabled,,Disabled,https://data.gov.in/files/ogdpv2dms/s3fs-public/Percentage_of_households_DLHS4.csv,data.gov.in/resource/indian-sign-language-dictionary-till-january-2024,,Indian Sign Language Dictionary,,,,,,,,,,,,,,Department of Empowerment of Persons with Disabilities,,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,680,1163,73,TRUE,0,,0,,0
"Percentage of households having electricity, Improved source of drinking water, Having access to improved toilet facility, Use clean fuel for cooking - DLHS IV",,,2014-12-29,2021-12-09,2014-12-24,Dataset,12256,text/csv,,data.gov.in/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,data.gov.in/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,,,,Central,NDSAP,,Irregular,Annual,Health and Family welfare;Family Welfare;Health,,Health and Family welfare;Family Welfare;Health,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/District_Rainfall_Normal_0.xls,data.gov.in/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,,District Level Household and Facility Survey (DLHS-4),,,,,,,,,,,,,,Department of Health and Family Welfare,,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,1,https://www.data.gov.in/Godl,en,,,https://data.gov.in/sites/default/files/Percentage_of_households_DLHS4.csv,,,,,,,,,,,,,498,1144,,TRUE,1,,1,0,
"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",,,2013-05-31,2014-04-17,2013-05-31,Dataset,167936,application/vnd.ms-excel,,data.gov.in/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,data.gov.in/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,,,,Central,NDSAP,,One-time,Monthly,Science and Technology;Atmospheric Science,,Science and Technology;Atmospheric Science,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl06102016/cpcb_dly_aq_tamil_nadu-2014.csv,data.gov.in/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,,"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",,,,,,,,,,,,,,India Meteorological Department (IMD),,Ministry of Earth Sciences,India Meteorological Department (IMD),,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,6634,1141,,TRUE,1,,1,1,
Location wise daily Ambient Air Quality of Tamil Nadu for the year 2014,,,2016-10-17,2021-12-10,2016-10-06,Dataset,433708,text/csv,,data.gov.in/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,data.gov.in/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,,,,Central,NDSAP,,Annual,Daily,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Tamilnadu-Table-12_33_liv_stk_cns_2007_1.csv,data.gov.in/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,,Historical Daily Ambient Air Quality Data,,,,,,,,,,,,,,Central Pollution Control Board,,"Ministry of Environment, Forest and Climate Change",Central Pollution Control Board,,1,https://www.data.gov.in/Godl,en,,,http://data.gov.in/sites/default/files/dataurl06102016/cpcb_dly_aq_tamil_nadu-2014.csv,,,,,,,,,,,,,198,1081,,TRUE,1,,1,0,
"District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Tamil Nadu",,,2015-11-12,2015-11-12,2015-11-03,Dataset,4951,text/csv,,data.gov.in/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,data.gov.in/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,,,,Central,NDSAP,,quinquennial,Five Yearly,Agriculture;Animal Husbandry,,Agriculture;Animal Husbandry,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/LASI_India_State_UT_Factsheet-Final%20Checked%2023.08.22.xls,data.gov.in/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,,Details of Poultry Farms and Poultry Birds in Farms,,,,,,,,,,,,,,"Ministry of Fisheries, Animal Husbandry and Dairying",,Department of Animal Husbandry and Dairying,"Ministry of Fisheries, Animal Husbandry and Dairying",,1,https://www.data.gov.in/Godl,en,,,http://data.gov.in/sites/default/files/dataurl02112015/TamilNadu-Table12_33_liv_stk_cns_2007.csv,,,,,,,,,,,,,1158,1018,,TRUE,1,,1,1,
"Longitudinal Ageing Study in India (LASI), Wave  I, 2017-18",,,2022-08-26,2022-08-26,2022-05-10,Dataset,107520,application/vnd.ms-excel,,data.gov.in/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,data.gov.in/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,,,,Central,NDSAP,,Irregular,Others,Health,,Health and Family welfare;Health,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Statewise_General_Index_july2019_20Aug2020_dec20_2_2.csv?VersionId=105166644746369,data.gov.in/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,,Longitudinal Ageing Study in India (LASI),,,,,,,,,,,,,,International Institute for Population Sciences (IIPS),,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,436,972,3,TRUE,0,,0,,0
State Level Consumer Price Index (Rural/Urban)  upto November 2021,,,2022-01-25,2022-01-27,2022-01-17,Dataset,81597,text/csv,,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,,,,Central,NDSAP,,Monthly,Monthly,,,Economy;Prices;Finance;Economy;Statistics,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.24_Tamil_Nadu_rtyb_2010_11_1.csv,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,,State Level Consumer Price Index (Rural/Urban),,,,,,,,,,,,,,Ministry of Statistics and Programme Implementation,,Ministry of Statistics and Programme Implementation,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1941,937,1,TRUE,0,,1,1,0
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Tamil Nadu,,,2014-05-08,2016-09-01,2014-04-28,Dataset,2541,text/csv,,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,,,,Central,NDSAP,,Annual,Annual,Transport;Road Transport,,Transport;Road Transport,https://data.gov.in/files/ogdpv2dms/s3fs-public/District_PGI_Table_1.csv,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Tamil Nadu,,,,,,,,,,,,,,Ministry of Road Transport and Highways,,Ministry of Road Transport and Highways,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,344,920,,TRUE,1,,1,1,
State/UT-wise District Score during 2021-22,,,2023-09-14,2023-09-14,2023-09-10,Dataset,43549,text/csv,,data.gov.in/resource/stateut-wise-district-score-during-2021-22,data.gov.in/resource/stateut-wise-district-score-during-2021-22,,,,Central,NDSAP,,nan,nan,Army,,Education,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TEMP_ANNUAL_MIN_MAX_1901-2021.csv,data.gov.in/resource/stateut-wise-district-score-during-2021-22,,Performance Grading Index (PGI),,,,,,,,,,,,,,Department of School Education and Literacy,,Ministry of Education,Department of School Education and Literacy,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,442,915,1,TRUE,0,0,0,,0
Seasonal and Annual Minimum / Maximum Temperature series for the period 1901-2021,,,2023-01-16,2023-01-16,2022-08-01,Dataset,8040,text/csv,,data.gov.in/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,data.gov.in/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,,,,Central,NDSAP,,Annual,Annual,Earth Sciences,,Science and Technology;Earth Sciences,,data.gov.in/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,,All India Seasonal and Annual Temperature Series,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,598,913,,TRUE,0,,0,,0
Shape of Watershed Boundaries of India,,,2022-09-28,2022-09-28,2022-09-16,Dataset,,application/zip,,data.gov.in/resource/shape-watershed-boundaries-india,data.gov.in/resource/shape-watershed-boundaries-india,,,,Central,NDSAP,,One-time,One-time,Ground Water;Surface Water,,Surface Water;Ground Water,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rtyb_2011_12tab2.2.33_Delhi.csv,data.gov.in/resource/shape-watershed-boundaries-india,,Hydrological Boundaries,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,2,https://www.data.gov.in/Godl,en,,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Watershed.zip,,,,,,,,,,,,,896,912,,TRUE,0,,0,,0
"Number of Newly Registered Motor Vehicles in 2011-12 and Number of Registered Motor Vehicles as on 31st March, 2012 in Delhi",,,2014-05-07,2014-05-07,2014-02-13,Dataset,2022,text/csv,,data.gov.in/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,data.gov.in/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,,,,Central,NDSAP,,Annual,Annual,Transport;Road Transport,,Transport;Road Transport,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Registered_Motor_Vehicles_in_India_1951-2013.csv,data.gov.in/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Delhi,,,,,,,,,,,,,,Ministry of Road Transport and Highways,,Ministry of Road Transport and Highways,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,172,901,,TRUE,1,,1,1,
Total Number of Registered Motor Vehicles in India during 1951-2013,,,2016-06-03,2021-12-10,2016-05-18,Dataset,2042,text/csv,,data.gov.in/resource/total-number-registered-motor-vehicles-india-during-1951-2013,data.gov.in/resource/total-number-registered-motor-vehicles-india-during-1951-2013,,,,Central,NDSAP,,Annual,Annual,Transport;Road Transport,,Transport;Road Transport,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Cyclone_Details_IMD_2017.csv,data.gov.in/resource/total-number-registered-motor-vehicles-india-during-1951-2013,,Total Number of Registered Motor Vehicles in India,,,,,,,,,,,,,,Ministry of Road Transport and Highways,,Ministry of Road Transport and Highways,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,6151,891,,TRUE,1,,1,1,
Year-wise Annual frequency of cyclones (34 knots or more) and severe cyclones (48 knots or more) crossing different coastal states of India from 1891 to 2017,,,2018-12-18,2025-02-17,2018-12-04,Dataset,5631,text/csv,,data.gov.in/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,data.gov.in/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,,,,Central,NDSAP,,Annual,Others,Earth Sciences;Earth Sciences;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/application_details_granted_2019.csv,data.gov.in/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,,Yearly and Seasonal Frequency of Cyclones and Depressions,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1300,881,,TRUE,1,,1,1,0
Weekly Patent Application Granted,,,2023-03-03,2025-06-27,2022-12-29,Dataset,3623778,text/csv,,data.gov.in/resource/weekly-patent-application-granted,data.gov.in/resource/weekly-patent-application-granted,,,,Central,NDSAP,,Weekly,Weekly,,,Industries,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TEMP_ANNUAL_MEAN_1901-2021.csv,data.gov.in/resource/weekly-patent-application-granted,,Patent Application,,,,,,,,,,,,,,Department for Promotion of industry and Internal Trade,,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/7a444d4c-319a-41e5-a6cc-6b1ff681c7c6?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,458,868,4,TRUE,0,7412118,1,,1
"Monthly, Seasonal and Annual Mean Temperature Series for the period 1901-2021",,,2023-01-16,2023-01-16,2022-08-01,Dataset,13423,text/csv,,data.gov.in/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,data.gov.in/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,,,,Central,NDSAP,,Annual,Annual,Earth Sciences,,Science and Technology;Earth Sciences,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData_yearly.csv,data.gov.in/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,,All India Seasonal and Annual Temperature Series,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,651,866,1,TRUE,0,,0,,0
Eight Core Industries (Base Year 2011-12) till last financial year,,,2017-09-21,2025-06-27,2017-09-14,Dataset,3167,text/csv,,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,,,,Central,NDSAP,,Annual,Annual,Industries;Manufacturing,,Industries;Manufacturing,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Listofstartups.csv?VersionId=105172390599553,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,,Eight Core Industries,,,,,,,,,,,,,,Office of the Economic Adviser,,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/7b054340-590c-4135-8797-71a160d0d240?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,814,866,,TRUE,1,4260981,1,1,1
List of all Startups from Meity Startup Hub,,,2021-11-23,2022-01-27,2021-11-09,Dataset,95723,text/csv,,data.gov.in/resource/list-all-startups-meity-startup-hub,data.gov.in/resource/list-all-startups-meity-startup-hub,,,,Central,NDSAP,,Semiannual,Annual,Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology;Information and Broadcasting;Information and Technology,,Information and Communications;Information and Technology,,data.gov.in/resource/list-all-startups-meity-startup-hub,,Startup Hub,,,,,,,,,,,,,,Ministry of Electronics and Information Technology (MeitY),,Ministry of Electronics and Information Technology (MeitY),,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,509,861,4,TRUE,0,,1,1,0
List of MSME Registered Units under Udyog Aadhaar Memorandum - Maharashtra,,,2019-11-21,2020-01-02,2019-11-19,Dataset,11698,application/json,,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,,,,Central,NDSAP,,Daily,Daily,Medium;Micro;Small Scale,,Medium;Micro;Small Scale,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Imports_of_Major_Chemicals_Product_Wise_or_Group_Wise_2014-15_to_2021-22.csv,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-maharashtra,,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,2,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=MAHARASHTRA,,,,,,,,,,,,,1790,843,52,FALSE,1,6714764,0,0,1
Imports of Major Chemical - Product-wise / Group-wise from 2014-15 to 2021-22,,,2023-01-24,2023-01-24,2023-01-24,Dataset,7692,text/csv,,data.gov.in/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,data.gov.in/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,,,,Central,NDSAP,,Annual,Annual,,,Industries;Chemicals and Petrochemicals,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/sub-division_rainfall_act_dep_1901-2015.csv,data.gov.in/resource/imports-major-chemical-product-wise-group-wise-2014-15-2021-22,,Import of Major Chemicals - Product-wise / Group-wise,,,,,,,,,,,,,,Department of Chemicals and Petrochemicals,,Ministry of Chemicals and Fertilizers,Department of Chemicals and Petrochemicals,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,437,841,,TRUE,0,,1,,0
Subdivision wise Rainfall and its departure from 1901 to 2015,,,2017-12-18,2021-12-10,2017-11-13,Dataset,1388437,text/csv,,data.gov.in/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,data.gov.in/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,,,,Central,NDSAP,,Annual,Annual,Science and Technology;Atmospheric Science;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Daily_Rainfall_data_from_India_Meteorological_Department_Agency_during_July_2023.csv,data.gov.in/resource/subdivision-wise-rainfall-and-its-departure-1901-2015,,Rainfall in India,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,6133,836,,TRUE,1,,1,1,0
Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 2023,,,2023-07-25,2023-12-06,2023-07-25,Dataset,1358234,text/csv,,data.gov.in/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,data.gov.in/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,,,,Central,NDSAP,,Daily,Daily,,,Water Resources,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Elephantpopulation1993to2017.csv,data.gov.in/resource/daily-rainfall-data-india-meteorological-department-imd-grid-model-agency-during-july-2023,,Rainfall,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2178,826,2,TRUE,0,7210754,1,,1
Elephant Population from 1993 to 2017,,,2023-06-15,2023-06-15,2023-06-13,Dataset,1794,text/csv,,data.gov.in/resource/elephant-population-1993-2017,data.gov.in/resource/elephant-population-1993-2017,,,,Central,NDSAP,,quinquennial,nan,,,Environment and Forest,,data.gov.in/resource/elephant-population-1993-2017,,Elephant Reserve and Population Status,,,,,,,,,,,,,,"Ministry of Environment, Forest and Climate Change",,"Ministry of Environment, Forest and Climate Change",,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,721,811,2,TRUE,0,,0,,0
Web Map Service from  362 OSM Topo Sheets  of  Survey of India and Panchromatic imagery of Bhuvan  in Andhra Pradesh,,,2014-03-13,2021-12-10,2014-03-13,Dataset,0,WMS,,data.gov.in/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,data.gov.in/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,,,,Central,NDSAP,,Daily,Daily,All;Agriculture;Water and Sanitation;Information and Communications;Defence;Environment and Forest;Water Resources;Governance and Administration;Infrastructure;Social Development;Transport;Travel and Tourism,,All;Agriculture;Water and Sanitation;Information and Communications;Defence;Environment and Forest;Water Resources;Governance and Administration;Infrastructure;Social Development;Transport;Travel and Tourism,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/India-Tourism-Statistics-2021-Table-2.1.1.csv,data.gov.in/resource/web-map-service-362-osm-topo-sheets-survey-india-and-panchromatic-imagery-bhuvan-andhra,,Web Map Service (WMS) from Survey of India OSM Data and Bhuvan for Andhra Pradesh,,,,,,,,,,,,,,"NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",,Ministry of Science and Technology,Department of Science and Technology (DST),"NSDI India GEO Portal, National Spatial Data Infrastructure (NSDI)",2,https://www.data.gov.in/Godl,en,,,https://nsdiindia.gov.in/nsdi-portal/AccessControl?data=Bhuvan-Andhra,,,,,,,,,,,,,2178,808,30,FALSE,1,6622464,0,0,
"Inbound Tourism Foreign Tourist Arrivals, Arrivals of Non-Resident Indians and International Tourist Arrivals 1981-2020",,,2022-07-26,2022-07-26,2022-05-10,Dataset,996,text/csv,,data.gov.in/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,data.gov.in/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,,,,Central,NDSAP,,Annual,Annual,,,Travel and Tourism,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Statewise_General_Index_Upto_April23.csv,data.gov.in/resource/inbound-tourism-foreign-tourist-arrivals-arrivals-non-resident-indians-and-international,,India Tourism Statistics,,,,,,,,,,,,,,Ministry of Tourism,,Ministry of Tourism,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,649,807,,TRUE,0,,1,1,0
State Level Consumer Price Index (Rural/Urban) upto May 2023,,,2023-09-18,2023-09-18,2023-07-17,Dataset,93919,application/vnd.ms-excel,,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,,,,Central,NDSAP,,Monthly,Monthly,,,Economy;Prices;Finance;Economy;Statistics,,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-may-2023,,State Level Consumer Price Index (Rural/Urban),,,,,,,,,,,,,,Ministry of Statistics and Programme Implementation,,Ministry of Statistics and Programme Implementation,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,860,799,2,TRUE,0,,1,,0
